Control,Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,F hw,Thw in-c,Thw out,Fhp,Thp-sup,Thp-ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
08/03/2017 13:30:00,Tue Mar 21 2017 20:15:00 GMT+0100 (CET),1164.2734300365,3.980025,22.90374,0.3453333333,9301000,30.0333333333,23.2333333333,5.0333333333,2,0,23.3333333333,38.2,0.6463333333,30.7666666667,24.1333333333,22.5148440967,22.5435241048,21.9859007736,22.7282152487,20.9988938683,21.3216694721,21.6443825277,21.6548268546,7325333.33333333,4980.3333333333,2732
08/03/2017 13:45:00,Tue Mar 21 2017 20:30:00 GMT+0100 (CET),425.0699147742,3.833725,22.91706,0.3443333333,9301666.66666666,31.9,24.6333333333,4.1,1.4333333333,0.0853333333,8.2333333333,48.4333333333,399,30.2,25.6,22.5304357766,22.6919813854,22.007764705,22.7303285982,20.9842710345,21.3194169765,21.8215397966,21.654150161,7326666.66666667,3602,2918.6666666667
08/03/2017 14:00:00,Tue Mar 21 2017 20:45:00 GMT+0100 (CET),1033.3945060256,3.8304,22.93371,0.3486666667,9302000,28.5,25.1333333333,4.5666666667,2.4,0.0043333333,11.0333333333,45.3666666667,276,24.9333333333,25.1333333333,22.533653618,22.5584495558,22.1411756688,22.8185726875,20.976930907,21.5137551167,22.0388588127,22.041236225,7327000,0,1361.3333333333
08/03/2017 14:15:00,Tue Mar 21 2017 21:00:00 GMT+0100 (CET),1633.165218466,3.77055,23.13351,0.3476666667,9302000,26.4,24.9,3.4333333333,0.8666666667,461,9.3666666667,46.2,0,25.5333333333,25.2,22.5098389542,22.5340680657,22.1977370203,23.1523483709,21.1925012653,21.5221789265,22.0249702385,21.9798494857,7327000,0,614
08/03/2017 14:30:00,Tue Mar 21 2017 21:15:00 GMT+0100 (CET),1498.1590979577,3.574375,23.22009,0.3496666667,9302000,25.2,24.3333333333,2.6333333333,-0.0666666667,171,10.0333333333,36.8333333333,0,25.4,25.1666666667,22.5316678322,22.5402515054,22.3719704857,23.2018694097,21.169731541,21.5247579404,22.1738667168,22.1069422696,7327000,0,344.6666666667
08/03/2017 14:45:00,Tue Mar 21 2017 21:30:00 GMT+0100 (CET),1494.3268609692,3.780525,23.1102,342,9302333.33333333,24.6333333333,23.9,2.0333333333,-0.6666666667,0.0156666667,11.3,35.2333333333,0,25.3,25.1333333333,22.5284337475,22.5345476862,22.312844502,22.9387311875,21.2200630007,21.5871577967,22.3066062243,22.1746884465,7327000,0,287.6666666667
08/03/2017 15:00:00,Tue Mar 21 2017 21:45:00 GMT+0100 (CET),1611.359144467,3.9235,23.10354,343,9303000,24.1,23.6666666667,1.7,-0.9,0.0023333333,14.3333333333,34.0333333333,0,25.1666666667,25,22.5205848975,22.5403751781,22.3085385137,22.9671578608,21.2205205207,21.6523236206,22.3530759379,22.4319285729,7327000,0,176.3333333333
08/03/2017 15:15:00,Tue Mar 21 2017 22:00:00 GMT+0100 (CET),1708.0193061093,3.8969,23.07024,0.3383333333,9303000,23.8333333333,23.5333333333,1.5,-0.9666666667,1,16.6333333333,33.1666666667,0,25.0666666667,25,22.5135583256,22.6487782181,22.2077483744,23.0161726108,21.1913616371,21.7224722807,22.3598001096,22.2980908456,7327000,0,129
08/03/2017 15:30:00,Tue Mar 21 2017 22:15:00 GMT+0100 (CET),1807.8157935043,3.8304,23.04693,339,9303000,23.6333333333,23.3666666667,1.4,-0.8666666667,1,18.8333333333,32.3,0,24.9333333333,24.9,22.5833952475,22.6365764712,22.1334139652,22.9380785887,21.1812456719,21.6095348646,22.4043973264,22.2499271398,7327000,0,99.6666666667
08/03/2017 15:45:00,Tue Mar 21 2017 22:30:00 GMT+0100 (CET),1892.9139171757,3.82375,23.05026,0.3206666667,9303000,23.5,23.2666666667,1.4333333333,-0.7,0,20.9,31.7666666667,0,24.8666666667,25,22.5508270185,22.5512539953,22.1672367515,22.9395545647,21.1647274322,21.5449282188,22.3030735687,22.2375638336,7327000,0,75.6666666667
08/03/2017 16:00:00,Tue Mar 21 2017 22:45:00 GMT+0100 (CET),1151.6226334667,3.8171,23.07024,0.3116666667,9303000,30,23.6333333333,1.4666666667,-1.2333333333,0,22.7666666667,31.8,0.75,29.5333333333,23.9333333333,22.5166655287,22.5475792218,22.198291903,22.8019778407,21.1938030697,21.5791145206,22.2344199072,22.2292554748,7327333.33333333,4851.6666666667,2223
08/03/2017 16:15:00,Tue Mar 21 2017 23:00:00 GMT+0100 (CET),835.2122937119,3.8038,23.0436,339,9303333.33333333,31.8666666667,25,1.3,-1.3666666667,0,24.3333333333,32,696,32.7,27.1333333333,22.5286474733,22.5362071876,22.1832038437,22.8513723039,21.2331317971,21.6538678599,22.2586897726,22.1690132376,7328333.33333333,4505,2698.3333333333
08/03/2017 16:30:00,Tue Mar 21 2017 23:15:00 GMT+0100 (CET),15.6528967607,3.8171,23.03361,0.3386666667,9304000,31.9,25.9333333333,2.5666666667,1.3666666667,0,25.5333333333,32.2333333333,0,32.9333333333,27.5333333333,22.5223290477,22.5323137315,22.132278932,22.7638844201,21.3811440779,21.7112543706,22.1630490579,22.2314498126,7329000,0,2355.3333333333
08/03/2017 16:45:00,Tue Mar 21 2017 23:30:00 GMT+0100 (CET),15.7712247632,3.8038,23.00697,0.3383333333,9304000,26.2,25.5666666667,3.6,5.4666666667,0,26.4,32.4,0,32.2,26.6333333333,22.5112655269,22.4897845961,22.1631273027,22.7277702691,21.5837846876,21.8448822237,22.1526440389,22.1705392249,7329000,0,248
08/03/2017 17:00:00,Tue Mar 21 2017 23:45:00 GMT+0100 (CET),15.6809454821,3.787175,23.01363,0.3306666667,9304666.66666666,26.1333333333,24.7,5.1333333333,7.7333333333,0,26.9666666667,32.5,0,31.6666666667,25.9333333333,22.5210869331,22.4428491199,22.1876705923,22.7244757789,21.5488502406,21.8154507785,22.2468823471,22.1650374513,7329000,0,562
08/03/2017 17:15:00,Tue Mar 21 2017 00:00:00 GMT+0100 (CET),426.4430688304,6.367375,22.98699,0.3356666667,9290000,31.7666666667,24.8333333333,3.5,0.9,0,28.0666666667,33.4,626,32.9333333333,26.4333333333,22.3121088062,22.3258202899,22.3259007729,22.7071525264,21.5802122543,21.5292796922,22.2399309383,22.2409398124,7315000,4749,2680.6666666667
08/03/2017 17:30:00,Tue Mar 21 2017 00:15:00 GMT+0100 (CET),15.7716248038,6.17785,22.99698,338,9291000,27.5,25.6,4.3,4.8333333333,0,28.2333333333,33.2333333333,0,32.4333333333,26.2,22.3122867057,22.3304272587,22.3222288105,22.613497676,21.5536231259,21.6450439501,22.3972551953,22.1670410786,7315000,0,751
