date,Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,Fhw,Thwinc,Thwout,Fhp,Thp-sup,Thp-ret,Tindoor_zones,R0,R1,R2,R3,R4,R5,R6,Qhp,Php,Pbld
Tue Feb 07 2017 20:00:00 GMT+0100 (CET),07/02/2017 20:00:00,16.2171418848,-3.527825,21.88476,0.36,8462000,24.7,23.9,5.6333333333,8.4333333333,0,21.5666666667,40.3,0,30.4,24.2,21.9370402504,22.14630567,21.6159189083,21.6387810905,19.5730557357,20.7376730873,20.9734524358,20.9656607068,6486000,0,339.00
Tue Feb 07 2017 20:15:00 GMT+0100 (CET),07/02/2017 20:15:00,16.1293361852,-3.527825,21.87144,0.3496666667,8462000,24.1,23.5666666667,7.0666666667,9.5333333333,0,22.7666666667,38.8,0,29.7666666667,24.1,21.9886930684,22.2443358761,21.7637749949,21.6438409238,19.5949587034,20.6646159922,20.9801376607,20.9907209192,6486000,0,228.67
Tue Feb 07 2017 20:30:00 GMT+0100 (CET),07/02/2017 20:30:00,753.7058626731,-3.521175,21.86478,0.3586666667,8462000,25.5,23.4333333333,7.1666666667,7.5333333333,0.065,10,49.6333333333,0.4685,29.6333333333,23.8666666667,21.970828647,22.2103699898,21.7845838177,21.5517613022,19.5932975044,20.5466806422,21.0997130743,20.9090261005,6486000,3460,841.33
Tue Feb 07 2017 20:45:00 GMT+0100 (CET),07/02/2017 20:45:00,1140.5385905297,-3.325,21.85479,0.3566666667,8463000,30.3,23.3,3.9666666667,0.7666666667,0.003,12.5666666667,46.3333333333,0.6416666667,30.9,24.1,21.9100824292,22.1471464776,21.7452660902,21.5546143115,19.5700029874,20.5300163172,21.0493855985,20.9343089709,6487333.33333333,5076.3333333333,2897.33
Tue Feb 07 2017 21:00:00 GMT+0100 (CET),07/02/2017 21:00:00,1352.3514413006,-3.2984,21.94803,0.3563333333,8463666.66666666,32.4333333333,24.2,2.3333333333,-0.6333333333,0.3366666667,8.8333333333,49.2,0.633,32.8666666667,26.3333333333,22.0021202654,22.1457362629,21.7494770801,21.7463847095,19.6021894146,20.5303802498,21.2324208336,21.10835975,6488000,4892,3412.67
Tue Feb 07 2017 21:15:00 GMT+0100 (CET),07/02/2017 21:15:00,1548.0626487821,-3.35825,22.03461,0.358,8464666.66666666,29.5666666667,24.6666666667,1.6,-1,0.0053333333,12.4,45.0666666667,0,32.2333333333,26.2,21.9264326224,22.1464321317,21.8570393337,21.8007746505,19.5886814658,20.662474755,21.3109575375,21.1880681796,6488000,0,2052.67
Tue Feb 07 2017 21:30:00 GMT+0100 (CET),07/02/2017 21:30:00,1668.8489174553,-3.221925,21.978,0.3613333333,8465000,24.8666666667,24.9,1.3333333333,-1.2666666667,0.0276666667,12.4333333333,45.5666666667,0,31.2333333333,25.9333333333,22.1375871398,22.1485936707,21.7906278018,21.7364600279,19.6362523006,20.7572713382,21.3686673365,21.2338574947,6488000,0,53.00
Tue Feb 07 2017 21:45:00 GMT+0100 (CET),07/02/2017 21:45:00,1367.5544801041,-3.29175,21.96801,0.357,8465000,26.9,24.0333333333,1.2333333333,-1.3333333333,0.0023333333,15.3,43.0666666667,0.6305,31.8333333333,24.9,22.1150713905,22.2171329813,21.746975211,21.8283432997,19.7869822078,20.8058877968,21.4755178562,21.1867544878,6488333.33333333,5416.5,1178.33
Tue Feb 07 2017 22:00:00 GMT+0100 (CET),07/02/2017 22:00:00,1221.7001749425,-3.3117,21.95136,0.3566666667,8465333.33333333,30.8666666667,24.2666666667,1.0333333333,-1.8333333333,0.001,17.8666666667,41,0.6226666667,31.2,24.7333333333,22.1160285796,22.2448797874,21.7822553236,21.7786034855,19.7707250914,20.8506278898,21.3636886905,21.1831384233,6489666.66666667,4645.3333333333,2728.00
Tue Feb 07 2017 22:15:00 GMT+0100 (CET),07/02/2017 22:15:00,1763.4242416737,-3.315025,21.93138,0.3586666667,8466000,30.8333333333,24.9666666667,0.8,-1.6333333333,0.001,20.2,39.3,0,32.1666666667,26.1333333333,22.14034403,22.1600012306,21.7942142137,21.7330583049,19.6711438489,20.833645093,21.4968442326,21.3212174615,6490000,0,2430.67
Tue Feb 07 2017 22:30:00 GMT+0100 (CET),07/02/2017 22:30:00,1310.3603793922,-3.361575,21.94137,0.3603333333,8466000,25.2,25.1333333333,1.2666666667,-0.9,0,22.0666666667,38,0.022,31.2666666667,25.7333333333,22.139799093,22.2119899088,21.7460371608,21.7362333297,19.6075141478,20.755234742,21.6263972451,21.3807709531,6490000,139,56.33
Tue Feb 07 2017 22:45:00 GMT+0100 (CET),07/02/2017 22:45:00,16.0814760465,-3.45135,21.96468,0.3583333333,8466000,25.7333333333,24.4333333333,2.6333333333,2.2,0,24,37,0.007,45.6666666667,24.7666666667,22.1209237214,22.2194470141,21.7640629628,21.7347970776,19.587797174,20.8014153756,21.576973576,21.4488159227,6490000,171.3333333333,531.67
Tue Feb 07 2017 23:00:00 GMT+0100 (CET),07/02/2017 23:00:00,16.205925974,-3.4713,21.95136,0.355,8466000,24.8,24.1,3.8666666667,6.3,0,25.9333333333,36.3,0,44.0666666667,24.4666666667,22.069505873,22.2708057808,21.7955686554,21.7321156481,19.5599693701,20.7374332813,21.5667196295,21.3869059351,6490000,0,289.67
Tue Feb 07 2017 23:15:00 GMT+0100 (CET),07/02/2017 23:15:00,16.0757217843,-3.57105,22.10454,0.3586666667,8466333.33333333,24.2,23.8666666667,5.5,8.5333333333,0,26.9,35.7333333333,0,41.8,24.3,21.9814931324,22.2382110854,21.7439138519,21.6767163372,19.8321223286,20.7382722986,21.5687320697,21.4398194611,6490000,0,158.00
Tue Feb 07 2017 23:30:00 GMT+0100 (CET),07/02/2017 23:30:00,772.7667655131,-3.494575,21.97134,0.3586666667,8467000,25.9333333333,23.6333333333,5.9,6.8,0,27.4,35.2333333333,0.591,36.6,24.0333333333,21.9134748854,22.2111118623,21.7724316352,21.6224966465,20.0905263756,20.7380787109,21.5122269402,21.3219682959,6490333.33333333,7273,972.00
Tue Feb 07 2017 23:45:00 GMT+0100 (CET),07/02/2017 23:45:00,1151.5738436186,-3.241875,21.92139,0.357,8467000,30.6666666667,23.8,3.3,0.2333333333,0,27.5333333333,34.7666666667,0.6356666667,31.2,24.4,21.9153532994,22.1484584481,21.7993754631,21.65678476,20.1862386843,20.7280504303,21.3854875712,21.3961761776,6491666.66666667,4981.3333333333,2829.00
Wed Feb 08 2017 00:00:00 GMT+0100 (CET),08/02/2017 00:00:00,819.5698129738,-3.228575,21.89808,0.3516666667,8468000,33.0333333333,24.6666666667,2.0666666667,-0.8333333333,0,27.6,34.4,0.631,33.4666666667,26.9,21.9164031456,22.1449384997,21.7395260881,21.564787734,20.3914170588,20.7355901754,21.5796193727,21.3905622927,6492666.66666667,4826,3402.00
Wed Feb 08 2017 00:15:00 GMT+0100 (CET),08/02/2017 00:15:00,16.4729894109,-3.275125,21.88809,0.358,8469000,31.7333333333,25.2,2.9666666667,1.5666666667,0,27.7666666667,34.0333333333,0,33.3,27,21.9242277037,22.1471727349,21.7818730567,21.5517736341,20.3676200232,20.7329796096,21.5651531991,21.4513432403,6493000,0,2713.67
Wed Feb 08 2017 00:30:00 GMT+0100 (CET),08/02/2017 00:30:00,15.9434378266,-3.19865,21.88476,0.3603333333,8469000,25.4,25.3333333333,3.7333333333,5.6666666667,0,27.8333333333,33.7333333333,0,32.5,26.2,21.9249675424,22.1524175994,21.6827952494,21.5539044478,20.5924416948,20.7961640198,21.5866233466,21.5067384025,6493000,0,49.00
Wed Feb 08 2017 00:45:00 GMT+0100 (CET),08/02/2017 00:45:00,16.002189855,-3.241875,21.8781,0.3596666667,8469000,25.4333333333,24.5666666667,4.9333333333,7.8666666667,0,27.9333333333,33.4,0,31.6666666667,25.4,21.9284807575,22.2713852359,21.6125318677,21.5550470397,20.5623246703,20.9188276685,21.6391047055,21.6403375239,6493000,0,381.67
Wed Feb 08 2017 01:00:00 GMT+0100 (CET),08/02/2017 01:00:00,16.0568364588,-3.228575,21.87144,0.363,8469000,24.9,23.9,6.4,9.1,0,28,33.1,0,30.8666666667,25,21.9309702295,22.180137993,21.7147998255,21.5506876746,20.5837243059,20.8545288145,21.5783152393,21.4476205321,6493000,0,395.00
Wed Feb 08 2017 01:15:00 GMT+0100 (CET),08/02/2017 01:15:00,16.0915705958,-3.2585,21.86811,0.3606666667,8469000,24.1,23.7333333333,7.7666666667,10.1666666667,0,28,32.9,0,30.1666666667,24.7,21.927338276,22.1443003869,21.5799060336,21.5710668809,20.6501147834,20.7376380782,21.6007388662,21.4455999434,6493000,0,150.67
Wed Feb 08 2017 01:30:00 GMT+0100 (CET),08/02/2017 01:30:00,758.7604617388,-3.2718,21.86478,0.3616666667,8469333.33333333,26.7333333333,23.5,6.2333333333,5.1333333333,0,28,32.7333333333,0.6365,30.6,23.9666666667,21.7839689444,22.1379203346,21.5513289651,21.6632599386,20.7225252453,20.7536969917,21.6309255189,21.3857251007,6493333.33333333,5472,1366.00
Wed Feb 08 2017 01:45:00 GMT+0100 (CET),08/02/2017 01:45:00,1152.7326200552,-3.175375,21.86145,0.3596666667,8470000,30.7333333333,23.9,3.6,0.5333333333,0,27.9666666667,32.5333333333,0.6393333333,31.3333333333,24.5666666667,21.7455153617,22.005959543,21.6158432523,21.5751893367,20.7401826323,20.7786509447,21.4321225018,21.4590149473,6494666.66666667,5061,2857.67
Wed Feb 08 2017 02:00:00 GMT+0100 (CET),08/02/2017 02:00:00,818.6926776622,-3.2053,21.84147,0.359,8470666.66666666,33.1666666667,24.7,2.5,-0.4666666667,0,28.0666666667,32.3666666667,0.634,33.4666666667,26.9,21.746949139,21.9391953559,21.576710825,21.5448956264,20.7815530358,20.8364675132,21.6344480852,21.387483674,6495666.66666667,4841,3500.00
Wed Feb 08 2017 02:15:00 GMT+0100 (CET),08/02/2017 02:15:00,16.0148853996,-3.2053,21.84813,0.3626666667,8471666.66666666,30.8,25.3333333333,3.4,2.3666666667,0,28.2,32.2333333333,0,33.2,27,21.742086185,22.1187653374,21.5480550447,21.6100384027,20.7876372176,20.8507193726,21.6010854144,21.4491774046,6496000,0,2297.67
Wed Feb 08 2017 02:30:00 GMT+0100 (CET),08/02/2017 02:30:00,16.1078095837,-3.182025,21.85146,0.364,8472000,25.5,25.3,4.0333333333,6.2333333333,0,28.2666666667,32.1333333333,0,32.4,26.2333333333,21.7249936241,21.9908102795,21.5981010849,21.6117101501,20.7682350804,20.8869646306,21.5777934071,21.5871336347,6496000,0,121.50
Wed Feb 08 2017 02:45:00 GMT+0100 (CET),08/02/2017 02:45:00,16.1444693638,-3.148775,21.84147,0.362,8472000,25.5,24.4666666667,4.9333333333,8.0666666667,0,28.3,32,0,31.5666666667,25.4666666667,21.7407263806,21.9382341763,21.5891822914,21.6129842928,20.7927723114,20.9258181054,21.6444725925,21.6393493035,6496000,0,428.00
Wed Feb 08 2017 03:00:00 GMT+0100 (CET),08/02/2017 03:00:00,16.1096062173,-3.192,21.84813,0.363,8472000,24.7666666667,24,6.2,9.1333333333,0,28.3,31.8666666667,0,30.7333333333,25,21.7246207869,21.9468977019,21.5362378094,21.6839404352,20.7504851619,20.9268417472,21.5819461458,21.5872580926,6496000,0,322.00
Wed Feb 08 2017 03:15:00 GMT+0100 (CET),08/02/2017 03:15:00,16.1117885782,-3.0457,21.8448,0.3623333333,8472000,24.1333333333,23.7,7.5666666667,10.1333333333,0,28.3,31.7666666667,0,30.0333333333,24.7666666667,21.7289236613,21.935928191,21.606757357,21.7533611601,20.7552941805,20.9268713343,21.5760685383,21.4378382619,6496000,0,170.33
Wed Feb 08 2017 03:30:00 GMT+0100 (CET),08/02/2017 03:30:00,384.6213976805,-3.002475,21.82815,0.3606666667,8472000,24.9333333333,23.5666666667,7.5333333333,8.1,0,28.2,31.6666666667,0.633,30.1,24.2666666667,21.7340910321,21.9395474531,21.6069626976,21.7149219906,20.7762731605,20.7972332777,21.6368707172,21.3916027327,6496000,5836,582.00
Wed Feb 08 2017 03:45:00 GMT+0100 (CET),08/02/2017 03:45:00,1133.6249739194,-2.926,21.82149,0.3593333333,8472666.66666666,30.1,23.6,4.5333333333,1.3333333333,0,28.2,31.5666666667,0.6446666667,30.6,23.8333333333,21.7453276484,21.9871156379,21.5395010931,21.657659544,20.7808514223,20.7395526447,21.5945019835,21.3938728236,6497000,5073.3333333333,2698.00
Wed Feb 08 2017 04:00:00 GMT+0100 (CET),08/02/2017 04:00:00,1211.6262355934,-2.955925,21.8115,0.357,8473333.33333333,32.5666666667,24.5333333333,2.8,-0.2333333333,0,28.2,31.5333333333,0.637,33.2666666667,26.6666666667,21.7452575239,22.0364057005,21.5571502833,21.7314841487,20.7704027227,20.7348262928,21.5761939307,21.4377211994,6498333.33333333,4873.3333333333,3334.67
Wed Feb 08 2017 04:15:00 GMT+0100 (CET),08/02/2017 04:15:00,16.0492891658,-2.97255,21.82149,0.3613333333,8474000,32.9666666667,25.2,3.4666666667,1.6333333333,0,28.3,31.4,0.001,33.4,27.0333333333,21.7234576275,21.9404590318,21.5800647036,21.7315446398,20.800049529,20.7866420454,21.6889023378,21.4431194215,6499000,5,3264.67
Wed Feb 08 2017 04:30:00 GMT+0100 (CET),08/02/2017 04:30:00,15.9291463373,-3.11885,21.82815,0.3653333333,8475000,25.4,25.4,4.0333333333,5.8666666667,0,28.3,31.3333333333,0,32.6,26.4,21.7378527465,21.9377580286,21.5605892148,21.7323546858,20.8825446471,20.9352392744,21.5752785109,21.5553958286,6499000,0,56.00
Wed Feb 08 2017 04:45:00 GMT+0100 (CET),08/02/2017 04:45:00,16.0538469689,-2.916025,21.83481,0.364,8475000,25.4666666667,24.6,4.7333333333,7.9,0,28.3666666667,31.3,0,31.7666666667,25.5666666667,21.7453179368,21.9453938388,21.5673470161,21.7356551802,20.7684370839,20.9294822771,21.5785210268,21.5961181744,6499000,0,380.00
Wed Feb 08 2017 05:00:00 GMT+0100 (CET),08/02/2017 05:00:00,16.0916266444,-2.9127,21.82815,0.3613333333,8475000,24.9,24.0666666667,5.6,8.7,0,28.2333333333,31.2333333333,0,30.9333333333,25.0666666667,21.7450843845,21.9347985258,21.5990903136,21.7882223118,20.9736538932,20.9379184068,21.688066805,21.5565984108,6499000,0,350.67
Wed Feb 08 2017 05:15:00 GMT+0100 (CET),08/02/2017 05:15:00,16.0795618925,-2.849525,21.83481,0.361,8475000,24.2333333333,23.8,6.7,9.6,0,28.3,31.1333333333,0,30.1666666667,24.7333333333,21.7154121145,21.9486032091,21.5835689082,21.8077315823,20.9263436751,20.9418890293,21.5772235209,21.5100507183,6499000,0,177.33
Wed Feb 08 2017 05:30:00 GMT+0100 (CET),08/02/2017 05:30:00,16.0890697189,-2.902725,21.82149,0.363,8475000,23.9,23.5666666667,7.9,10.5666666667,0,28.2,31.1,0,29.4666666667,24.5666666667,21.7467621515,22.0856496348,21.5578531232,21.7380396374,20.9545552516,20.9124684257,21.5750738554,21.5058730621,6499000,0,152.67
Wed Feb 08 2017 05:45:00 GMT+0100 (CET),08/02/2017 05:45:00,1115.52400033,-2.849525,21.81483,0.3593333333,8475000,29.6,23.4,5,1.8333333333,0,28.1333333333,30.9666666667,0.651,30.4333333333,23.5333333333,21.7423149741,22.0136533366,21.6130264,21.7347679989,20.9794608155,20.8559961628,21.6472465504,21.3860954667,6499666.66666667,5217,2579.33
Wed Feb 08 2017 06:00:00 GMT+0100 (CET),08/02/2017 06:00:00,1194.8252198379,-3.062325,21.80484,0.361,8476000,32.0333333333,24.3,3.2,0.1333333333,0,28.0333333333,31,0.6406666667,32.8,26.2333333333,21.650379246,21.8223754588,21.6056894299,21.7321408968,20.8867507431,20.8408508968,21.5787221898,21.4540203298,6500666.66666667,4869.6666666667,3233.67
Wed Feb 08 2017 06:15:00 GMT+0100 (CET),08/02/2017 06:15:00,32.6198216464,-3.135475,21.80817,0.36,8476666.66666666,33.2,25.0333333333,3.3,0.9666666667,0,28.1333333333,30.9333333333,0,33.6,27.2333333333,21.6523284202,21.938538627,21.6201653024,21.735370581,20.6221503874,20.8150170376,21.5851587349,21.3888796603,6501000,0,3401.67
Wed Feb 08 2017 06:30:00 GMT+0100 (CET),08/02/2017 06:30:00,15.810006672,-3.18535,21.82149,0.3633333333,8477000,26.3666666667,25.4,4.0333333333,5.2666666667,0,28.2,30.9333333333,0,32.7,26.5666666667,21.6428964915,21.9366694502,21.5636540567,21.7318302287,20.2449305077,20.9277990101,21.6925635175,21.5181953694,6501000,0,647.00
Wed Feb 08 2017 06:45:00 GMT+0100 (CET),08/02/2017 06:45:00,15.9723980143,-3.1787,21.84147,0.361,8477000,25.4666666667,24.8333333333,4.6,7.7,0,27.9333333333,30.8333333333,0,31.9666666667,25.6333333333,21.7249330532,21.9366666758,21.6665279906,21.7471388894,20.1376193939,20.9467051842,21.5800793512,21.5850104008,6501000,0,274.33
Wed Feb 08 2017 07:00:00 GMT+0100 (CET),08/02/2017 07:00:00,15.9563072417,-3.268475,21.82815,0.3633333333,8477000,25.1,24.1,5.3333333333,8.5333333333,0.1536666667,8.3333333333,47.3,0,30.5333333333,25.2,21.721856155,22.0015704917,21.7278299233,21.8391111532,19.9961216965,20.9200132213,21.5853690848,21.6502730123,6501000,0,419.33
Wed Feb 08 2017 07:15:00 GMT+0100 (CET),08/02/2017 07:15:00,476.5442846486,-3.09225,21.87144,0.363,8477000,24.3333333333,23.8333333333,5.7666666667,8.9666666667,0.006,9.7333333333,45.9333333333,0,30.4,24.7333333333,21.730687595,22.050364827,21.7561898529,21.7704361018,19.7790946461,20.7360610716,21.6495942167,21.4542039132,6501000,0,197.00
Wed Feb 08 2017 07:30:00 GMT+0100 (CET),08/02/2017 07:30:00,1741.4673285888,-3.115525,21.84147,0.3623333333,8477000,23.9666666667,23.6,4.7666666667,2.1,0.0323333333,10.6,46.3666666667,0,29.8,24.1,21.7462979447,21.9439289756,21.8073362406,21.7447930595,19.7962033251,20.7398091814,21.5780036165,21.5687544936,6501000,0,156.67
Wed Feb 08 2017 07:45:00 GMT+0100 (CET),08/02/2017 07:45:00,1928.5378218736,-3.1521,21.83481,0.361,8477000,23.7333333333,23.4333333333,3.4,1.1,0.026,11.0666666667,47.5333333333,0,28.8333333333,24.2,21.7445321809,21.9411696207,21.7395970274,21.7344960099,19.6473224982,20.7341875581,21.5838380734,21.3947739589,6501000,0,115.67
Wed Feb 08 2017 08:00:00 GMT+0100 (CET),08/02/2017 08:00:00,1140.0559824323,-3.075625,21.8781,0.359,8478000,30.5666666667,23.4,2.6,-0.5,0.33,9.7,49.4666666667,0.6326666667,30.3666666667,23.4,21.6491050844,21.9386189714,21.8103018677,21.8671266222,19.6095055416,20.7374889608,21.6309856645,21.3333279227,6502333.33333333,5100,2990.33
Wed Feb 08 2017 08:15:00 GMT+0100 (CET),08/02/2017 08:15:00,1513.224728157,-3.01245,22.00797,0.3626666667,8478666.66666666,28.4666666667,24.4333333333,1.8333333333,-0.8666666667,0.04,9.5333333333,47.7666666667,0,29.8,23.4666666667,21.5401185408,21.8747502851,21.766386267,22.1941833017,19.5913412012,20.5452365296,21.3660766841,21.2404369775,6503000,0,1683.00
Wed Feb 08 2017 08:30:00 GMT+0100 (CET),08/02/2017 08:30:00,1670.8755103501,-3.022425,21.978,0.364,8479000,24.5333333333,24.5333333333,1.5,-1.0666666667,0.0293333333,10.5333333333,46.6,0,29.1,23.5,21.5463246328,21.8233544505,21.7453295656,22.145539168,19.5717784886,20.6024204697,21.2916433462,21.1787630901,6503000,0,47.50
Wed Feb 08 2017 08:45:00 GMT+0100 (CET),08/02/2017 08:45:00,1675.4645801916,-2.809625,21.94803,0.3593333333,8479000,24.4,23.6,1.3333333333,-1.1,0.0246666667,11.3333333333,47.1333333333,0,28.3333333333,23.4666666667,21.6113561999,22.007562072,21.803834649,22.1710882379,19.4487987703,20.6100823627,21.2371102088,21.2415054307,6503000,0,327.00
Wed Feb 08 2017 09:00:00 GMT+0100 (CET),08/02/2017 09:00:00,1130.5588809437,-2.8063,21.95136,0.3593333333,8479000,30.1666666667,23.7,1.2,-1.6333333333,0.031,11.4,48.5333333333,0.626,30.2,23.6333333333,21.6486531042,21.802062886,21.7756989645,21.9468867566,19.3882110429,20.5480971097,21.1793387823,20.9912263623,6503666.66666667,4757.3333333333,2703.67
Wed Feb 08 2017 09:15:00 GMT+0100 (CET),08/02/2017 09:15:00,1490.5958032136,-2.60015,21.9447,0.3576666667,8480000,31.1,24,0.9,-1.7666666667,0.0023333333,14.6333333333,45.7666666667,0.618,32.1,25.7333333333,21.5511251963,21.8237258495,21.7445094703,21.9418252716,19.4075369464,20.6401653315,21.2543957856,21.0564821561,6505000,4434,2938.67
Wed Feb 08 2017 09:30:00 GMT+0100 (CET),08/02/2017 09:30:00,1894.6777974127,-2.417275,21.93471,0.36,8480666.66666666,26.7,24.8,0.9,-1.3333333333,0.027,12.7666666667,48.3333333333,0,31.4,25.5666666667,21.5691657297,21.8766686037,21.9050523002,21.9428133356,19.4712458857,20.6212976708,21.1732266458,20.994378873,6505000,0,1287.00
Wed Feb 08 2017 09:45:00 GMT+0100 (CET),08/02/2017 09:45:00,23.5209903093,-2.450525,21.94137,0.36,8481000,25.0666666667,24.3,2.1,0.4333333333,0.0023333333,15.8333333333,45.5333333333,0.0106666667,39.9,24.6666666667,21.6522287188,21.7572415673,21.7960576555,21.9438467318,19.599836599,20.5595844954,21.1780767155,21.0618810058,6505000,177.6666666667,326.00
Wed Feb 08 2017 10:00:00 GMT+0100 (CET),08/02/2017 10:00:00,15.7573396282,-2.370725,21.95802,0.3556666667,8481000,24.6,23.8,3.2333333333,4.5333333333,0.001,19.3,43.1,0.004,45,24.1333333333,21.6404740644,21.8146457373,21.7466371586,21.9426983837,19.5579633692,20.5371645721,21.2429939648,20.9945663047,6505000,103,342.00
Wed Feb 08 2017 10:15:00 GMT+0100 (CET),08/02/2017 10:15:00,15.7688076277,-2.204475,21.96135,0.359,8481000,24.0333333333,23.5666666667,4.7333333333,7.7333333333,0.001,21.9333333333,41.1333333333,0,43,24.0666666667,21.5454479319,21.9874844316,21.8117098987,21.9806511414,19.5905493399,20.5312049893,21.1853601206,21.0492995663,6505000,0,195.67
Wed Feb 08 2017 10:30:00 GMT+0100 (CET),08/02/2017 10:30:00,752.7410286614,-2.184525,21.97467,0.3563333333,8481000,27.4666666667,23.3333333333,4.6333333333,3.7333333333,0.1086666667,8.9333333333,51.7666666667,0.633,33.4666666667,23.5333333333,21.5496321256,21.8191026836,21.7741937506,22.0304181377,19.5646542897,20.5269307262,21.0064567651,20.8544253323,6505333.33333333,5547.5,1717.33
Wed Feb 08 2017 10:45:00 GMT+0100 (CET),08/02/2017 10:45:00,1154.0698543041,-2.1147,21.98133,0.3563333333,8481666.66666666,30.5666666667,23.5666666667,2.6666666667,-0.55,0.0053333333,10.5666666667,48.7666666667,0.634,31.1666666667,24.6,21.5220864693,21.7482460267,21.8051624934,21.9536975532,19.5731094461,20.5316449152,21.0557523792,20.8299939897,6506333.33333333,4823.3333333333,2897.00
Wed Feb 08 2017 11:00:00 GMT+0100 (CET),08/02/2017 11:00:00,816.3702039255,-1.792175,21.97467,0.356,8482333.33333333,32.9,24.3333333333,1.7,-1.2,0.0016666667,14.1,45.8,0.6285,33.2666666667,26.7666666667,21.5537536013,21.7590055726,21.7467977788,21.9465024583,19.5695448354,20.5304989571,20.9757839212,20.811074401,6507666.66666667,4764.5,3537.33
Wed Feb 08 2017 11:15:00 GMT+0100 (CET),08/02/2017 11:15:00,15.7504957718,-1.56275,21.97134,0.3583333333,8483000,31.8,25,2.7666666667,1.2666666667,0.001,17.0333333333,43.3666666667,0.003,33.1,26.8333333333,21.5553553436,21.7570666559,21.7878262603,21.9437122002,19.5678640473,20.5297894975,21.0532028554,20.9131435593,6508000,21.5,2837.67
Wed Feb 08 2017 11:30:00 GMT+0100 (CET),08/02/2017 11:30:00,15.7806434415,-1.472975,21.94803,0.355,8483666.66666666,25.1666666667,24.9666666667,3.6333333333,5.3666666667,0.0276666667,13,48.3666666667,0,32.1666666667,25.0666666667,21.607681944,21.7545513834,21.8304615552,21.9444101954,19.5856852809,20.6596757773,21.1328623538,21.0632471311,6508000,0,89.33
Wed Feb 08 2017 11:45:00 GMT+0100 (CET),08/02/2017 11:45:00,15.8476368587,-1.3167,21.95469,0.3596666667,8484000,25.2,24.4666666667,4.9333333333,7.6333333333,0.032,11.6,48.8333333333,0,31.2666666667,24.6666666667,21.6852250941,21.7547036679,21.9228911464,21.8837915835,19.5990554459,20.7197854718,21.1677471196,20.9925954673,6508000,0,316.67
Wed Feb 08 2017 12:00:00 GMT+0100 (CET),08/02/2017 12:00:00,15.7550820718,-1.463,21.96135,0.3593333333,8484000,24.7666666667,23.7333333333,6.4666666667,8.9,0.0023333333,14.7333333333,46,0,30.7666666667,24.5333333333,21.6717631323,22.0894756548,21.9176510868,21.9048305042,19.6284963249,20.6656915744,21.2557520051,21.0582944843,6508000,0,431.00
Wed Feb 08 2017 12:15:00 GMT+0100 (CET),08/02/2017 12:15:00,15.9178393361,-1.40315,21.96801,0.359,8484000,24,23.7333333333,7.8333333333,10.0333333333,0.001,17.2333333333,43.5333333333,0,30.4,24.3666666667,21.5545192532,21.982324048,21.8978516265,21.89266822,19.5560971897,20.6391523071,21.1105765868,20.9881731436,6508000,0,118.33
Wed Feb 08 2017 12:30:00 GMT+0100 (CET),08/02/2017 12:30:00,1123.5117959965,-1.273475,21.96468,0.3546666667,8484000,28.4666666667,23.3333333333,4.6,1.6,0.001,19.0666666667,41.5333333333,0.6363333333,30.5,23.5,21.6091380043,21.8159209825,21.8637501343,21.7427443553,19.5924926424,20.6424113049,20.9686085811,20.9107433238,6508333.33333333,5150.3333333333,2114.33
Wed Feb 08 2017 12:45:00 GMT+0100 (CET),08/02/2017 12:45:00,1229.558822312,-1.32335,21.93804,0.3496666667,8484666.66666666,31.1666666667,23.8333333333,2.9,-0.1333333333,0.0553333333,11.6666666667,48.1,0.6355,31.8666666667,25.3,21.5183251558,21.8752997927,21.9254980353,21.7309312632,19.5653554618,20.552351688,21.055761277,20.7860384837,6509666.66666667,4813,2978.67
Wed Feb 08 2017 13:00:00 GMT+0100 (CET),08/02/2017 13:00:00,1806.6400510804,-1.17705,21.92805,0.3583333333,8485333.33333333,29.8,24.6333333333,1.9,-0.5,0.003,14.8333333333,44.9666666667,0,32.0666666667,25.7666666667,21.5281397036,21.8771759573,21.9952392523,21.7343079757,19.5679182032,20.5297330021,20.9690849283,20.8387488911,6510000,0,2151.67
Wed Feb 08 2017 13:15:00 GMT+0100 (CET),08/02/2017 13:15:00,1689.9805978023,-1.107225,21.94137,0.359,8486000,27.0666666667,24.7333333333,1.6666666667,-0.6666666667,0.0013333333,17.5666666667,42.6,0.618,31.2333333333,25.2,21.6535712224,21.9432565549,21.9358492276,21.7343288831,19.5741233073,20.6086940301,20.9935716252,20.8412031126,6510000,4837,1528.50
Wed Feb 08 2017 13:30:00 GMT+0100 (CET),08/02/2017 13:30:00,1170.7682288819,-1.0507,21.95136,0.3586666667,8486000,31.4,24.4333333333,1.3666666667,-1.4333333333,0.001,19.8333333333,40.6,0.6193333333,31.5333333333,24.9333333333,21.7086392507,22.0578141368,21.9334505769,21.7338891782,19.6556927623,20.7271834325,21.0330668871,21.0471782572,6511333.33333333,4719.6666666667,2891.33
