Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld,sup,Tbld,ret,Tout,sup,Tout,ret,F hw,Thw in,c,Thw out,Fhp,Thp,sup,Thp,ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
Wed Mar 01 2017 16:30:00 GMT+0100 (CET),888.00,3.434725,22.98366,0.3546666667,8952333.33333333,29.2666666667,22.8,5.2666666667,2.2333333333,43,12.5333333333,49.8,628,30.1333333333,22.8,22.2003133628,22.4437990288,22.1336422648,22.6057488766,20.7874014608,21.3125649457,21.8419791191,21.596694304,6978666.66666667,5346,2664.00,,,,,,,
Wed Mar 01 2017 16:45:00 GMT+0100 (CET),998.67,3.29175,22.96368,0.3473333333,8953000,31.1666666667,23.7333333333,3.6333333333,0.6,0.0026666667,15.8333333333,46.9,0.6315,31.9333333333,25.4333333333,22.1407657175,22.3398927103,22.1361336453,22.5297243887,20.7749579022,21.3147467215,21.7074743115,21.6260548515,6979666.66666667,4726,2996.00,,,,,,,
Wed Mar 01 2017 17:00:00 GMT+0100 (CET),924.44,3.255175,22.93371,0.3556666667,8954000,31.3333333333,24.6333333333,4.2666666667,3.2,1,18.5333333333,44.5,3,32.4333333333,26.2333333333,22.1395895989,22.3283184608,22.0028369539,22.5341834483,20.7452474798,21.3135667595,21.7633575789,21.6083280709,6980000,21,2773.33,,,,,,,
Wed Mar 01 2017 17:15:00 GMT+0100 (CET),0.00,3.2452,22.95036,358,8954000,24.9333333333,25,4.7,7.1,1,20.7666666667,42.4333333333,0,31.6666666667,25.2,22.3124888614,22.332545085,22.1157683964,22.537283543,20.6677992534,21.3113344469,21.8429991005,21.6577177616,6980000,0,0.00,,,,,,,
Wed Mar 01 2017 17:30:00 GMT+0100 (CET),134.89,3.221925,22.95036,357,8954000,24.9333333333,23.9333333333,5.2,8.1666666667,0,22.5666666667,40.8,0,31.0333333333,24.8,22.3232270924,22.3372727454,21.9425508841,22.59415377,20.6290143719,21.3156531826,21.761090866,21.5932511822,6980000,0,404.67,,,,,,,
Wed Mar 01 2017 17:45:00 GMT+0100 (CET),96.33,3.17205,22.93704,354,8954000,24.2666666667,23.5666666667,5.8333333333,8.8666666667,0,23.7333333333,39.3666666667,0,30.5,24.8,22.3338469763,22.5957265003,21.9823854681,22.5767955442,20.5888027609,21.3376521256,21.7540141604,21.6475930082,6980000,0,289.00,,,,,,,
Wed Mar 01 2017 18:00:00 GMT+0100 (CET),53.78,3.315025,22.92039,0.3566666667,8954000,23.7333333333,23.3333333333,6.8666666667,9.7666666667,0.0493333333,12.3,48.7333333333,0,29.9666666667,24.8,22.4670114463,22.5618884879,21.9500249075,22.5347547658,20.5630885107,21.3127965349,21.8724900767,21.6069054417,6980000,0,161.33,,,,,,,
Wed Mar 01 2017 18:15:00 GMT+0100 (CET),46.67,3.39815,22.92372,357,8954000,23.5333333333,23.1666666667,8.2,10.8333333333,0.0456666667,10.7333333333,49.1666666667,0,29.5666666667,24.8,22.5130945768,22.5376727495,21.9526148337,22.5339929641,20.5761948936,21.3123495315,21.7586152276,21.6479770155,6980000,0,140.00,,,,,,,
Wed Mar 01 2017 18:30:00 GMT+0100 (CET),38.78,3.374875,22.89708,355,8954000,23.2666666667,22.9666666667,9.5,11.9,0.0483333333,10.1333333333,49,0,29.3,24.8,22.531824083,22.5382490298,22.0003878017,22.5406520972,20.4936751628,21.3104424773,21.5892827483,21.4647661,6980000,0,116.33,,,,,,,
Wed Mar 01 2017 18:45:00 GMT+0100 (CET),758.56,3.354925,22.90041,0.3516666667,8954666.66666666,28.6,22.9666666667,5.5666666667,2.4666666667,0.0023333333,13.7,46.0333333333,0.6403333333,30.2333333333,23,22.5267531029,22.533681513,22.0312217688,22.5996644686,20.5859759479,21.3245847213,21.6723114995,21.508413993,6980666.66666667,5397.6666666667,2275.67,,,,,,,
Wed Mar 01 2017 19:00:00 GMT+0100 (CET),993.11,3.009125,22.89375,0.3466666667,8955000,31.3,23.9333333333,3.7666666667,0.7333333333,0.0436666667,10.9666666667,48.4666666667,634,32.1,25.6333333333,22.5251076531,22.6005119088,22.0108622725,22.5494635442,20.504290366,21.3315343848,21.5854894729,21.3947647026,6982000,4774,2979.33,,,,,,,
Wed Mar 01 2017 19:15:00 GMT+0100 (CET),1016.67,2.763075,22.88709,347,8956000,32.6333333333,25.0666666667,4,2,0.0023333333,14.8,45.7,3,32.9,26.6333333333,22.5107266741,22.6037831391,21.9464293705,22.5406511955,20.3969344158,21.3345936938,21.646790975,21.515584548,6983000,22,3050.00,,,,,,,
Wed Mar 01 2017 19:30:00 GMT+0100 (CET),271.67,3.09225,22.89708,0.3406666667,8956000,26.2,25.6333333333,4.6,6.2666666667,1,17.6666666667,43.4,0,32.2333333333,25.7,22.5220999623,22.5328571412,22.000509728,22.5439899348,20.3784298013,21.4130354338,21.8594169953,21.5846962856,6983000,0,815.00,,,,,,,
Wed Mar 01 2017 19:45:00 GMT+0100 (CET),118.11,3.408125,22.89708,0.3493333333,8956333.33333333,25.6333333333,24.7666666667,5.0333333333,8,1,19.9,41.5333333333,0,31.4666666667,25.1,22.5216902415,22.5356141175,21.9800152838,22.5508317043,20.36910598,21.5209468667,21.7575464183,21.6566729739,6983000,0,354.33,,,,,,,
Wed Mar 01 2017 20:00:00 GMT+0100 (CET),139.44,3.6176,22.89708,0.3496666667,8957000,25.1666666667,24.1666666667,5.6666666667,8.6333333333,0,21.8,39.9333333333,0,30.9666666667,25.1,22.5133741398,22.537326209,21.923348161,22.6242271394,20.3744055342,21.5776501231,21.7502397026,21.5918635409,6983000,0,418.33,,,,,,,
Wed Mar 01 2017 20:15:00 GMT+0100 (CET),63.89,3.6841,22.88709,0.3496666667,8957000,24.4,23.9,6.6,9.4666666667,0,23.2333333333,38.6,0,30.6,25.1,22.5101156928,22.5824748514,21.9462917467,22.5335939632,20.3956949861,21.6264493422,21.8523078484,21.6513009656,6983000,0,191.67,,,,,,,
Wed Mar 01 2017 20:30:00 GMT+0100 (CET),55.89,3.840375,22.88376,324,8957000,24.0666666667,23.6333333333,7,7.8,97,8.4,48.7,0,30.4,24.9,22.5151098694,22.6162069884,22.0220190632,22.5193538862,20.3790399021,21.5941096011,21.8410444713,21.7705272582,6983000,0,167.67,,,,,,,
Wed Mar 01 2017 20:45:00 GMT+0100 (CET),42.89,3.926825,22.94037,349,8957000,23.8,23.4666666667,4.9,2.3,5,10.6333333333,45.9333333333,0,30,24.4,22.5228503183,22.5458464741,22.134667392,22.5273416137,20.3759758888,21.5329120262,21.9652667622,21.9013360372,6983000,0,128.67,,,,,,,
Wed Mar 01 2017 21:00:00 GMT+0100 (CET),33.44,4.00995,22.97367,0.3493333333,8957000,23.6,23.3666666667,3.5666666667,1.1666666667,468,7.7333333333,49.1,1,29.1666666667,24.4666666667,22.5133997369,22.5368551707,22.1920984975,22.6676574439,20.4085444657,21.3343780361,22.0658953426,21.7734543622,6983000,5.5,100.33,,,,,,,
Wed Mar 01 2017 21:15:00 GMT+0100 (CET),29.56,3.90355,23.05026,0.3476666667,8957000,23.4333333333,23.2,2.8333333333,0.1333333333,0.1736666667,8.7333333333,41.3333333333,0,28.4666666667,24.3666666667,22.5143665858,22.5475733159,22.3806559433,22.9416375027,20.365272106,21.3223764129,21.9662293189,21.9819668497,6983000,0,88.67,,,,,,,
Wed Mar 01 2017 21:30:00 GMT+0100 (CET),22.33,4.1496,23.12352,349,8957000,23.3666666667,23.1666666667,2.1666666667,,0.5666666667,0.0476666667,10.0333333333,38.7,0,27.8333333333,24.3666666667,22.5224619191,22.5638353376,22.3619207379,22.7240825234,20.3731160605,21.3346744331,22.1548155993,21.9868255596,6983000,0,67.00,,,,,,
Wed Mar 01 2017 21:45:00 GMT+0100 (CET),290.78,4.212775,23.09688,0.3453333333,8957000,25.2666666667,23.1,1.7,,1,0.0026666667,13.7666666667,37,628,28.1666666667,24.0333333333,22.5152702363,22.7325166408,22.2062470943,22.66464551,20.4069520216,21.4597839312,22.238390787,22.051666245,6983000,4808,872.33,,,,,,
Wed Mar 01 2017 22:00:00 GMT+0100 (CET),829.11,4.265975,23.04027,0.3473333333,8957333.33333333,29.8,23.5666666667,1.3333333333,,1.5,0.0013333333,16.6,35.8,0.6186666667,30.3,23.8666666667,22.5132826475,22.6188655064,22.1673325954,22.5459027883,20.401261201,21.5134365813,22.1506831563,21.9852935014,6984000,4601.3333333333,2487.33,,,,,,
Wed Mar 01 2017 22:15:00 GMT+0100 (CET),818.67,4.192825,23.03361,0.3486666667,8958000,30.8666666667,24.8,1.0333333333,,1.6333333333,1,19.0666666667,34.7,0,32.2,25.8333333333,22.5191541278,22.5666393239,22.1865371094,22.5846670614,20.3721697552,21.5246694977,22.1534242115,22.0396283613,6985000,0,2456.00,,,,,,
Wed Mar 01 2017 22:30:00 GMT+0100 (CET),84.17,4.1629,23.01363,0.3493333333,8958000,25.6333333333,25.3333333333,1,,1.4333333333,1,21.1,33.8,0,31.4,25.7,22.5278284761,22.5548192782,22.135359575,22.5910208699,20.3957696589,21.5218291342,22.327769929,22.1268856836,6985000,0,252.50,,,,,,
Wed Mar 01 2017 22:45:00 GMT+0100 (CET),121.89,4.14295,23.0103,0.3423333333,8958000,25.2666666667,24.3333333333,1.1,,1.2,0,22.6333333333,33.1,0,30.4666666667,25.6,22.5277867122,22.615603811,22.1889290997,22.5333791379,20.306035945,21.5242384467,22.4197580289,22.1136127894,6985000,0,365.67,,,,,,
Wed Mar 01 2017 23:00:00 GMT+0100 (CET),84.33,4.073125,23.02029,0.3403333333,8959000,24.7333333333,24.0666666667,1.4,,0.7,0,23.9666666667,32.7333333333,0,29.6333333333,25.5333333333,22.5141084302,22.6175150173,22.1655182547,22.5344547296,20.3368149034,21.5585863658,22.3615786646,22.2205979096,6985000,0,253.00,,,,,,
Wed Mar 01 2017 23:15:00 GMT+0100 (CET),105.67,4.079775,23.03361,332,8959000,24.7,23.8666666667,2.6666666667,1.8,0,25.4666666667,32.7333333333,9,43.8666666667,24.1333333333,22.5302013439,22.6431077238,22.134451529,22.545398677,20.626055662,21.5326721786,22.362909059,22.1898765878,6985000,199.6666666667,317.00,,,,,,,
Wed Mar 01 2017 23:30:00 GMT+0100 (CET),48.67,3.97005,23.04027,0.3403333333,8959000,24.1333333333,23.8,3.9,5.9666666667,0,27.2666666667,32.8666666667,3,44.5333333333,24.1,22.330387489,22.5373848412,22.17412713,22.5866616187,20.8438535906,21.5224069037,22.4430836302,22.2309904129,6985000,78,146.00,,,,,,,
Wed Mar 01 2017 23:45:00 GMT+0100 (CET),38.89,3.866975,23.00697,0.3396666667,8959000,23.8333333333,23.5333333333,5.6333333333,8.5666666667,0,28.2333333333,33.0333333333,0,42.5,24.2333333333,22.3232192918,22.4758685474,22.1849708197,22.5904164218,21.0127441337,21.5241970821,22.3639712087,22.1715141063,6985000,0,116.67,,,,,,,
Thu Mar 02 2017 00:00:00 GMT+0100 (CET),31.00,3.77055,23.00031,0.3403333333,8959000,23.7,23.4666666667,7.2,9.9,0,28.7,33.1,0,40,24.3333333333,22.3057584795,22.4176580326,22.1782322971,22.5304127507,21.1903774602,21.5245460236,22.2840921026,22.219819242,6985000,0,93.00,,,,,,,
Thu Mar 02 2017 00:15:00 GMT+0100 (CET),553.11,3.727325,22.96368,336,8959000,27.6333333333,23.3666666667,5.8,4.7333333333,0,28.9666666667,33.0666666667,626,33.1666666667,23.7,22.3196629343,22.4208485259,22.1438745819,22.5270740012,21.2762446462,21.5218915513,22.3812036591,22.1063764479,6985000,5263,1659.33,,,,,,,
Thu Mar 02 2017 00:30:00 GMT+0100 (CET),778.89,3.6309,22.95036,0.3163333333,8959333.33333333,31.3,24.9666666667,3.0666666667,0.1333333333,0,28.9,32.9666666667,0.6263333333,32.1,25.5666666667,22.3229885908,22.4593568391,22.1490553114,22.5319763778,21.3618312663,21.5219877655,22.178282947,22.0480987317,6986333.33333333,4756.3333333333,2336.67,,,,,,,
Thu Mar 02 2017 00:45:00 GMT+0100 (CET),894.33,3.61095,22.95702,0.3393333333,8960000,32.7666666667,25.9666666667,3.3666666667,1.3666666667,0,28.9333333333,32.9,1,33.5333333333,27.1333333333,22.3209790829,22.3452236136,22.1912910372,22.5884541904,21.5130474347,21.5234047998,22.1764019474,21.9835693706,6987000,5,2683.00,,,,,,,
Thu Mar 02 2017 01:00:00 GMT+0100 (CET),106.33,3.607625,22.94703,0.3426666667,8960333.33333333,26.9,26.1,4.1,5.8,0,29,32.8666666667,0,32.7666666667,26.6666666667,22.3026264526,22.3332246563,22.1338693417,22.6164893572,21.5610810247,21.5903983431,22.2486670452,22.104999752,6987000,0,319.00,,,,,,,
Thu Mar 02 2017 01:15:00 GMT+0100 (CET),197.67,3.5777,22.95036,328,8961000,26.4,24.8333333333,4.9,8.1,0,29.1,32.7666666667,0,32.2,26.2,22.3244565531,22.3322642987,22.1938966854,22.533542119,21.5535562481,21.7192295042,22.237816617,22.0486288437,6987000,0,593.00,,,,,,,
Thu Mar 02 2017 01:30:00 GMT+0100 (CET),96.22,3.5245,22.9104,0.3363333333,8961000,25.3,24.6333333333,6,9.1,0,29.0666666667,32.7,0,31.5666666667,25.9333333333,22.3156967127,22.3319306911,22.1335804378,22.5243367818,21.7595242538,21.7031302846,22.1595649935,22.0549646982,6987000,0,288.67,,,,,,,
Thu Mar 02 2017 01:45:00 GMT+0100 (CET),77.56,3.53115,22.90707,0.3406666667,8961000,24.7666666667,24.2,7.4333333333,10.1666666667,0,29.2,32.6,0,30.9,25.8333333333,22.3253109107,22.3998104301,22.1354467455,22.5445079471,21.7474012504,21.7032423717,22.1718215584,21.9831958689,6987000,0,232.67,,,,,,,
Thu Mar 02 2017 02:00:00 GMT+0100 (CET),56.89,3.587675,22.89375,339,8961000,24.4,23.9333333333,8.7666666667,11.2666666667,0,29.2,32.5333333333,0,30.3,25.7333333333,22.3033948039,22.4320769823,22.1929361643,22.5682493056,21.7496796814,21.5825882038,22.2418592426,22.1038550581,6987000,0,170.67,,,,,,,
Thu Mar 02 2017 02:15:00 GMT+0100 (CET),39.67,3.55775,22.89708,0.3396666667,8961000,24.1,23.8,10.0333333333,12.3,0,29.1333333333,32.4666666667,0,29.7,25.7,22.3212810341,22.3279144234,22.1946236627,22.5829091337,21.7801998416,21.5219358887,22.1561489526,21.9792813902,6987000,0,119.00,,,,,,,
Thu Mar 02 2017 02:30:00 GMT+0100 (CET),33.11,3.58435,22.88709,326,8961000,23.9,23.6333333333,11.2,13.3,0,29.1333333333,32.4,0,29.1666666667,25.7,22.3222426046,22.3324126955,22.1152560317,22.546241214,22.1584257326,21.5245064043,22.1521658032,22.0389153963,6987000,0,99.33,,,,,,,
Thu Mar 02 2017 02:45:00 GMT+0100 (CET),206.78,3.620925,22.89042,342,8961000,25,23.4333333333,10.1333333333,10.3666666667,0,29.1,32.3,0.62,29.8,24.9333333333,22.3219317154,22.3367821249,22.078507787,22.5333881884,22.1455834556,21.524153919,22.2232352415,21.9982036279,6987000,5946,620.33,,,,,,,
Thu Mar 02 2017 03:00:00 GMT+0100 (CET),935.00,3.574375,22.85046,354,8961333.33333333,30.1333333333,23.2666666667,4.9333333333,1.7333333333,0,29.1,32.2333333333,0.6323333333,30.5,23.5666666667,22.3018068332,22.3328364149,22.1142316734,22.5262836832,22.1521150226,21.5333930513,22.1553577341,21.9902223167,6987666.66666667,5074.6666666667,2805.00,,,,,,,
Thu Mar 02 2017 03:15:00 GMT+0100 (CET),1114.00,3591,22.86378,351,8962000,32.4333333333,24.2,3.3,0.3666666667,0,29.2333333333,32.1333333333,637,33.1,26.5,22.3219012803,22.4520622378,21.9916084876,22.5524224033,22.1668541467,21.5430190052,22.1527243774,22.0409081908,6989000,4896.5,3342.00,,,,,,,
Thu Mar 02 2017 03:30:00 GMT+0100 (CET),857.67,3591,22.8438,0.3566666667,8963000,31.2333333333,25.0333333333,4.1,2.8666666667,0,29.2666666667,32.1,0,32.8,26.6,22.319499417,22.3446849027,21.9923138584,22.523333579,22.3548988397,21.5402567652,22.2472207,22.0408475238,6989000,0,2573.00,,,,,,,
Thu Mar 02 2017 03:45:00 GMT+0100 (CET),34.33,3.5245,22.90041,0.3583333333,8963000,25.2666666667,25.2333333333,4.5666666667,6.9333333333,0,29.3,32,0,32.2,26.3,22.2585999026,22.3310325384,21.9709026751,22.4558328618,22.3609204462,21.6797920064,22.4100519988,22.2215246678,6989000,0,103.00,,,,,,,
Thu Mar 02 2017 04:00:00 GMT+0100 (CET),145.89,3.54445,22.89375,0.3556666667,8963000,25.3666666667,24.2333333333,5.1,8.1666666667,0,29.3666666667,31.9333333333,0,31.6,25.8,22.3039167173,22.3258277307,21.9627669801,22.5120064496,22.3320506613,21.7472243621,22.3630738858,22.1775647147,6989000,0,437.67,,,,,,,
Thu Mar 02 2017 04:15:00 GMT+0100 (CET),92.67,3.49125,22.87377,0.3506666667,8963000,24.6333333333,23.9333333333,5.7333333333,8.8666666667,0,29.3,31.9,0,30.9333333333,25.5666666667,22.3205249238,22.3310077562,21.9220216495,22.4715277959,22.3345165302,21.7319778702,22.3655198602,22.2155447443,6989000,0,278.00,,,,,,,
Thu Mar 02 2017 04:30:00 GMT+0100 (CET),57.78,3.3782,22.85379,0.3513333333,8963000,24.1,23.7,6.7666666667,9.8,0,29.3333333333,31.8333333333,0,30.3,25.4,22.3225019792,22.3634147845,21.9878513337,22.4919209471,22.3625919096,21.8124373327,22.4582027016,22.1633717891,6989000,0,173.33,,,,,,,
Thu Mar 02 2017 04:45:00 GMT+0100 (CET),45.00,3.27845,22.86378,0.3493333333,8964000,23.8,23.5,8.1333333333,10.8333333333,0,29.3,31.8,0,29.7,25.3666666667,22.3214626555,22.4408290949,21.950822796,22.5800722434,22.3726361829,21.8186260195,22.3607086024,22.2289219872,6989000,0,135.00,,,,,,,
Thu Mar 02 2017 05:00:00 GMT+0100 (CET),28.89,3.0856,22.85712,0.3486666667,8964000,23.6,23.4,9.4333333333,11.9,0,29.2,31.8,0,29.1333333333,25.3,22.3039890732,22.3373014044,21.9227481153,22.5190857313,22.4938244559,21.8174566453,22.3621837933,22.1666832231,6989000,0,86.67,,,,,,,
Thu Mar 02 2017 05:15:00 GMT+0100 (CET),549.22,3.10555,22.85046,334,8964000,27.5333333333,23.3333333333,7.3333333333,5.9,0,29.3,31.7,632,29.9666666667,23.9333333333,22.3223699012,22.3270647544,21.9787824288,22.5169279726,22.5376092662,21.7579392746,22.4350476297,22.2380307727,6989666.66666667,4369,1647.67,,,,,,,
Thu Mar 02 2017 05:30:00 GMT+0100 (CET),913.00,2.836225,22.85712,0.3483333333,8964333.33333333,31.6,24.8,3.9333333333,0.9333333333,0,29.2,31.6333333333,0.6373333333,32.3666666667,25.7333333333,22.3250842404,22.3296384384,21.982301053,22.526575591,22.5390122468,21.7144504844,22.3689652593,22.1645027207,6991333.33333333,4886,2739.00,,,,,,,
Thu Mar 02 2017 05:45:00 GMT+0100 (CET),986.22,2.922675,22.83714,0.3496666667,8965000,32.8666666667,25.5333333333,4.2333333333,2.4,0,29.3,31.6,0,33.3666666667,27.0666666667,22.3229322492,22.3360908112,21.9384665841,22.4947951296,22.5598498903,21.820811877,22.3601987687,22.2361127603,6992000,0,2958.67,,,,,,,
Thu Mar 02 2017 06:00:00 GMT+0100 (CET),105.44,3.07895,22.83714,0.3513333333,8965000,26.4666666667,25.7333333333,4.7,6.6333333333,0,29.3333333333,31.5666666667,0,32.6333333333,26.6666666667,22.3052268692,22.4464647798,21.9414264635,22.396442486,22.511223835,21.8013981679,22.3947981637,22.1711465566,6992000,0,316.33,,,,,,,
Thu Mar 02 2017 06:15:00 GMT+0100 (CET),199.44,3.228575,22.8438,344,8966000,26.0666666667,24.5333333333,5.1333333333,8.0666666667,0,29.3,31.5,0,32.1,26.1666666667,22.3162472546,22.3502383315,21.980716792,22.5179217665,22.2463518328,21.7793471663,22.4293097061,22.2199047909,6992000,0,598.33,,,,,,,
Thu Mar 02 2017 06:30:00 GMT+0100 (CET),90.89,3.268475,22.84713,0.3506666667,8966000,25,24.2666666667,5.7333333333,8.7333333333,0,29.3666666667,31.4666666667,0,31.3666666667,25.8333333333,22.3324428893,22.3342356286,21.9801835656,22.3973490938,21.760051915,21.7613147185,22.3548213279,22.1707023307,6992000,0,272.67,,,,,,,
Thu Mar 02 2017 06:45:00 GMT+0100 (CET),74.56,3.27845,22.83714,0.3503333333,8966000,24.5,23.9333333333,6.7,9.6,0,29.3333333333,31.3666666667,0,30.7333333333,25.7,22.3924407892,22.3266904043,21.9238542225,22.3996498025,21.5602916557,21.7562823883,22.3540257904,22.2315947458,6992000,0,223.67,,,,,,,
Thu Mar 02 2017 07:00:00 GMT+0100 (CET),50.56,3.321675,22.83048,347,8966000,24.1,23.7333333333,8.0666666667,10.6666666667,204,8.5666666667,47.5666666667,0,29.9666666667,25.6,22.4532687752,22.3444029374,21.9446441069,22.505091549,21.354397946,21.7288336188,22.3909574128,22.1451706462,6992000,0,151.67,,,,,,,
Thu Mar 02 2017 07:15:00 GMT+0100 (CET),39.56,3.241875,22.87377,343,8966000,23.9,23.6333333333,6.9,5.7666666667,0.0823333333,8.1666666667,46.2666666667,0,29.8666666667,24.9666666667,22.5183990551,22.3979682496,22.1891846739,22.6031392007,21.3758785889,21.7126330851,22.2286293562,22.1318172454,6992000,0,118.67,,,,,,,
Thu Mar 02 2017 07:30:00 GMT+0100 (CET),24.22,3.15875,22.89042,0.3403333333,8966000,23.7333333333,23.5666666667,4.2,1.6666666667,0.0436666667,10,45.8,0,29.2666666667,24.6333333333,22.5199474872,22.4007665846,22.1328723775,22.526614808,21.222602655,21.6223207837,22.232953874,22.1092282128,6992000,0,72.67,,,,,,,
Thu Mar 02 2017 07:45:00 GMT+0100 (CET),21.00,3.19865,22.89375,0.3403333333,8966000,23.6666666667,23.4666666667,3.2666666667,0.9666666667,49,10.1666666667,47.6666666667,0,28.5333333333,24.8333333333,22.5123199557,22.3337362702,22.1856285891,22.5425816148,21.1638672214,21.6452882667,22.3082843209,22.049072099,6992000,0,63.00,,,,,,,
Thu Mar 02 2017 08:00:00 GMT+0100 (CET),18.78,3.17205,22.93704,0.3273333333,8966000,23.5666666667,23.4333333333,2.8,0.6666666667,0.2953333333,8.9666666667,49.4333333333,3,27.9,24.9666666667,22.5285626486,22.3295348568,22.167441509,22.6075779917,21.1907029264,21.5337979591,22.1633255912,22.0300108895,6992000,9,56.33,,,,,,,
Thu Mar 02 2017 08:15:00 GMT+0100 (CET),558.78,2.982525,22.99032,338,8966000,27.7,23.4,2.4333333333,,0.1666666667,0.3446666667,7.4666666667,46.8333333333,0.4206666667,30.4,23.8,22.3385846696,22.3335592941,22.1378043358,23.097292316,21.0244020096,21.3947181606,21.9692026485,21.8480128072,6992000,4537.3333333333,1676.33,,,,,,
Thu Mar 02 2017 08:30:00 GMT+0100 (CET),776.33,3.1521,22.94037,0.3406666667,8966666.66666666,30.6333333333,24.7333333333,1.8,,1.0333333333,0.0443333333,9.1,42.3666666667,0.6165,31.2,24.8333333333,22.3226333091,22.3346892524,22.1763828993,22.8383498689,20.9986567451,21.4528610598,22.0570267976,21.8110722682,6993000,4579,2329.00,,,,,,
Thu Mar 02 2017 08:45:00 GMT+0100 (CET),745.89,3.2851,23.02695,0.3483333333,8967000,30.4333333333,24.9333333333,1.3333333333,,1.5333333333,0.05,9.8333333333,41.3333333333,0,32.4,26.4,22.314994592,22.438475201,22.1908817243,22.728017489,20.9640552728,21.5234559774,21.9706164472,21.7792938154,6993000,0,2237.67,,,,,,
Thu Mar 02 2017 09:00:00 GMT+0100 (CET),45.78,3.3516,23.01696,0.3506666667,8967000,25.1666666667,24.8333333333,1.1333333333,,1.6,0.0473333333,10.1666666667,40.4,0,31.5666666667,26.1666666667,22.3256802957,22.3668192472,22.1839008646,22.7290799737,20.961880747,21.5234269366,21.9691052904,21.8399528824,6993000,0,137.33,,,,,,
Thu Mar 02 2017 09:15:00 GMT+0100 (CET),96.78,3.37155,23.00697,338,8967000,24.9666666667,24.2666666667,1,,1.5666666667,0.0023333333,13.9,38.5666666667,0,30.6,26.0666666667,22.3325883803,22.3285927646,22.1373976441,22.7316963716,20.9872214039,21.5242806412,22.0265259943,21.7763590306,6993000,0,290.33,,,,,,
Thu Mar 02 2017 09:30:00 GMT+0100 (CET),79.67,3.694075,23.00697,0.3496666667,8967666.66666666,24.4666666667,23.9,1,,1.4333333333,53,10.7666666667,43.1,1,29.7333333333,26,22.313800025,22.3296619874,22.1641760616,22.8105514019,20.9713100771,21.5227529706,21.9992538229,21.7819180808,6993000,3,239.00,,,,,,
Thu Mar 02 2017 09:45:00 GMT+0100 (CET),48.67,3.94345,23.00031,347,8968000,24.0333333333,23.6666666667,1,,1.2666666667,0.0023333333,14.3333333333,40.9,0,29.0333333333,25.8666666667,22.3040087951,22.3320493577,22.192109764,22.7344788737,20.9938878538,21.5196234264,21.9602302697,21.7163573494,6993000,0,146.00,,,,,,
Thu Mar 02 2017 10:00:00 GMT+0100 (CET),38.67,3.893575,23.01363,349,8968000,23.8,23.5,1.1666666667,,1,1,17.1,39.1,0,28.4,25.8,22.3073972159,22.3634096632,22.1355368124,22.7170576039,20.9502664713,21.5242197544,22.0287679988,21.6634514403,6993000,0,116.00,,,,,,
Thu Mar 02 2017 10:15:00 GMT+0100 (CET),73.11,3.97005,23.05026,0.3423333333,8968000,23.9,23.4,2.2666666667,0.7333333333,1,19.8666666667,37.7,0.0133333333,39.0666666667,24.3333333333,22.3077731604,22.4695316044,22.1923258262,22.6073603996,20.8559955345,21.5304889644,21.9964052072,21.5926377172,6993000,172.3333333333,219.33,,,,,,,
Thu Mar 02 2017 10:30:00 GMT+0100 (CET),261.67,4.18285,23.04693,0.3476666667,8968000,25.3333333333,23.4,3.2333333333,3.1,111,8.6333333333,51.3333333333,0.3135,40.9,23.4333333333,22.307381713,22.3436783648,22.1911717997,22.6729163711,20.7382617443,21.5233303399,21.8026453953,21.6607726921,6993333.33333333,3366,785.00,,,,,,,
Thu Mar 02 2017 10:45:00 GMT+0100 (CET),858.00,4.18285,23.06025,0.3453333333,8968000,29.9,23.5,2.8333333333,,0.1,46,7.9333333333,50.0666666667,0.6203333333,30.2666666667,23.5,22.3058176609,22.3273144742,22.1405643338,22.9585363061,20.7438944173,21.4545655998,21.8300518632,21.597746455,6994666.66666667,4869.3333333333,2574.00,,,,,,
Thu Mar 02 2017 11:00:00 GMT+0100 (CET),950.89,4.22275,23.04693,0.3476666667,8969000,31.8333333333,24.7666666667,1.6333333333,,1.0666666667,3,12.1333333333,46.8,608,32.7333333333,26.3333333333,22.3101746949,22.3326555475,22.1419111214,22.7364801538,20.7816142976,21.5256916301,21.8264626054,21.6509535565,6995666.66666667,4533,2852.67,,,,,,
Thu Mar 02 2017 11:15:00 GMT+0100 (CET),595.17,4.365725,23.04693,0.3503333333,8969000,28.2333333333,25.3666666667,1.2333333333,,1.1,0.0013333333,16,44.3333333333,0,32.2666666667,26.3666666667,22.3177398598,22.3341337016,22.19803034,22.7304324393,20.7703133259,21.5226703725,21.7853713663,21.5943156558,6996000,0,1785.50,,,,,,
Thu Mar 02 2017 11:30:00 GMT+0100 (CET),563.33,4.678275,23.05359,0.3493333333,8969333.33333333,27.9,25.1,1.2333333333,,1.0333333333,0.0546666667,10.7666666667,49.3333333333,3,31.5666666667,25.9,22.3137192014,22.4150127559,22.1873317269,22.7317722334,20.7996700198,21.5252199339,21.9836391452,21.7170005441,6996000,22,1690.00,,,,,,
