Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld,sup,Tbld,ret,Tout,sup,Tout,ret,F hw,Thw in,c,Thw out,Fhp,Thp,sup,Thp,ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
Thu Mar 09 2017 06:15:00 GMT+0100 (CET),54.00,3.6043,22.69062,0.3383333333,9113000,25.2,24.7666666667,8.8,11.2333333333,0,28.6,30.6333333333,0,30.5333333333,26.0333333333,23.0504158895,23.3218378928,21.9745675022,22.1362686423,22.9625361117,22.1161130428,22.362991967,22.4318514935,7139000,0,162.00,,,,,,,
Thu Mar 09 2017 06:30:00 GMT+0100 (CET),38.33,3.647525,22.66731,0.3403333333,9113000,24.9333333333,24.6666666667,10.0666666667,12.3,0,28.6333333333,30.5333333333,0,29.9,25.9666666667,23.0447725822,23.3334690572,21.9813418715,22.1267991774,22.9543127662,22.0999065811,22.4394442523,22.3856409477,7139000,0,115.00,,,,,,,
Thu Mar 09 2017 06:45:00 GMT+0100 (CET),35.56,3.7373,22.67397,0.33,9113000,24.7333333333,24.4666666667,11.3,13.4333333333,0,28.5666666667,30.5,0,29.3,25.8,22.9994763577,23.3331691211,21.919317688,22.1258967969,22.9593519708,22.108552165,22.4437331524,22.4439015499,7139000,0,106.67,,,,,,,
Thu Mar 09 2017 07:00:00 GMT+0100 (CET),26.00,3.694075,22.6773,0.3403333333,9113000,24.6,24.4,12.4666666667,14.3666666667,0,28.2666666667,30.5,0,28.8,25.7333333333,22.9160110024,23.4360272191,22.0335478017,22.1358768058,22.9537387431,21.9771085427,22.3619998987,22.3798613954,7139000,0,78.00,,,,,,,
Thu Mar 09 2017 07:15:00 GMT+0100 (CET),23.78,3.720675,22.6773,0.3393333333,9113000,24.5,24.3,13.5,15.1333333333,0,28,30.5,0,28.0666666667,25.5666666667,22.9247159652,23.3347070537,22.137982802,22.1790202821,22.9342114991,21.9151177649,22.360187912,22.4236526096,7139000,0,71.33,,,,,,,
Thu Mar 09 2017 07:30:00 GMT+0100 (CET),474.67,3.753925,22.67064,0.34,9113000,27.8666666667,24.2333333333,8.9666666667,7.4,0,28,30.4333333333,0.6385,30.1666666667,24.5666666667,22.9915175989,23.3331212041,22.0665602661,22.1760558102,22.9410122994,21.9172445798,22.4641048453,22.3726816917,7139333.33333333,5406,1424.00,,,,,,,
Thu Mar 09 2017 07:45:00 GMT+0100 (CET),745.33,3.74395,22.65399,306,9114000,31.9333333333,25.5333333333,4.6,1.5666666667,0,28.0666666667,30.3666666667,641,32.8,26.2333333333,23.0998524572,23.3364014409,22.0555435888,22.1363782545,22.9365894061,21.9211597652,22.4184236981,22.4291018737,7140666.66666667,4885.3333333333,2236.00,,,,,,,
Thu Mar 09 2017 08:00:00 GMT+0100 (CET),847.11,3.820425,22644,0.3146666667,9114333.33333333,33.1333333333,26.2,4.9,3.3,0,28.2,30.3,0,34.4666666667,28.0333333333,23.0518480238,23.4161778298,22.1228693171,22.1442919775,22.9415554575,22.1202781336,22.5167241581,22.381335264,7141000,0,2541.33,,,,,,,
Thu Mar 09 2017 08:15:00 GMT+0100 (CET),211.33,3.9368,22.65399,0.2916666667,9115000,27.8,25.8333333333,5.2666666667,7.4333333333,0,28.4333333333,30.2333333333,0,33.4333333333,27.0666666667,22.9900560076,23.3615688357,22.0338032026,22.126440621,22.9332725664,22.1286997699,22.5519929957,22.4402801129,7141000,0,634.00,,,,,,,
Thu Mar 09 2017 08:30:00 GMT+0100 (CET),108.11,4.066475,22.66731,0.2653333333,9115000,26.2,25.1333333333,5.7666666667,8.9,0,28.4666666667,30.2,0,32.7333333333,26.4,23.1004554079,23.3273278074,22.0100125659,22.1528290263,22.9356722138,22.1223792253,22.5228427295,22.3780604553,7141000,0,324.33,,,,,,,
Thu Mar 09 2017 08:45:00 GMT+0100 (CET),91.89,4.1762,22.67064,0.2926666667,9115000,25.9,25.1,6.5333333333,9.6,0,28.5,30.1666666667,0,32.0333333333,26.1666666667,23.0554263625,23.3253651735,22.0825714176,22.2087701847,22.9345850162,22.1207255036,22.4342450143,22.3944822397,7141000,0,275.67,,,,,,,
Thu Mar 09 2017 09:00:00 GMT+0100 (CET),58.11,4.285925,22.68396,297,9115000,25.3666666667,24.8333333333,7.7666666667,10.4333333333,0,28.5,30.1333333333,0,31.3333333333,25.9333333333,23.1248692176,23.373138761,22.1739830037,22.1321024165,22.9314290118,22.1235648878,22.5049333906,22.3776864478,7141000,0,174.33,,,,,,,
Thu Mar 09 2017 09:15:00 GMT+0100 (CET),40.44,4.365725,22.68063,292,9115000,25,24.6333333333,9.1333333333,11.5,0,28.4666666667,30.1,0,30.6,25.8,23.124551059,23.3954642561,22.0731901872,22.1297292614,23.1134763917,22.1263376096,22.6613838924,22.4417919691,7141000,0,121.33,,,,,,,
Thu Mar 09 2017 09:30:00 GMT+0100 (CET),39.00,4.4555,22.70394,0.3373333333,9115000,24.7333333333,24.5,10.3666666667,12.6,0,28.4,30.1,0,30,25.6666666667,23.1289316042,23.334555257,22.1885974221,22.1319337293,23.0570761553,22.132896941,22.5677532964,22.3884771332,7141000,0,117.00,,,,,,,
Thu Mar 09 2017 09:45:00 GMT+0100 (CET),27.89,4.432225,22.69395,0.3403333333,9115000,24.6333333333,24.4333333333,11.6,13.6666666667,0,28.3333333333,30,0,29.4,25.5666666667,23.1325206824,23.3195090478,22.1999192985,22.1284967841,23.1157076839,22.1352381252,22.5806081151,22.4367642075,7141000,0,83.67,,,,,,,
Thu Mar 09 2017 10:00:00 GMT+0100 (CET),24.78,4.5353,22.70727,338,9115000,24.5,24.3,12.7333333333,14.6,0,28.4,29.9666666667,0,28.9,25.4666666667,23.1163804568,23.3342296997,22.1509035175,22.2230760895,23.1220230797,22.1456302737,22.6523590246,22.4371940532,7141000,0,74.33,,,,,,,
Thu Mar 09 2017 10:15:00 GMT+0100 (CET),21.89,4.66165,22.72392,0.3396666667,9115000,24.3666666667,24.1666666667,13.7666666667,15.3666666667,0,28.4,30,0,28.4666666667,25.4,23.1204469261,23.4475031104,22.1369511494,22.1617595376,23.1239737452,22.1432566411,22.5683357175,22.3835016902,7141000,0,65.67,,,,,,,
Thu Mar 09 2017 10:30:00 GMT+0100 (CET),22.00,4.64835,22.71726,0.3353333333,9115000,24.2666666667,24.0666666667,14.7,16.0666666667,0,28.0666666667,30,0,28,25.3,23.1356117601,23.3691802848,22.1972372679,22.1275003172,23.1480148818,22.1494347583,22.5683577486,22.4309741299,7141000,0,66.00,,,,,,,
Thu Mar 09 2017 10:45:00 GMT+0100 (CET),17.67,4.74145,22.72392,0.3406666667,9115000,24.2,24.1,15.5666666667,16.7,0,28,29.9666666667,0,27.6,25.2666666667,23.0668232954,23.3346661577,22.1996848379,22.1271737912,23.142691585,22.164590345,22.6551272341,22.3759019591,7141000,0,53.00,,,,,,,
Thu Mar 09 2017 11:00:00 GMT+0100 (CET),15.89,4.917675,22.73058,0.3393333333,9115000,24.1333333333,24,16.3333333333,17.2666666667,0,28.0666666667,30,0,27.2333333333,25.2,23.1225267606,23.3255974945,22.1332306608,22.1276343447,23.1372504302,22.2131580015,22.5764813681,22.4493885379,7141000,0,47.67,,,,,,,
Thu Mar 09 2017 11:15:00 GMT+0100 (CET),15.22,4.917675,22.74723,339,9115000,24.0333333333,23.9,16.9666666667,17.8,0,28.1,30,0,27,25.2,23.1268109549,23.3458787707,22.1949098711,22.1817836398,23.1454375955,22.23435513,22.5700321984,22.4369034052,7141000,0,45.67,,,,,,,
Thu Mar 09 2017 11:30:00 GMT+0100 (CET),13.44,4.977525,22.73058,0.34,9115000,24,23.9,17.6,18.3,0,28.1,30,0,26.8,25.2,23.1157103277,23.4390673164,22.1616062575,22.200631438,23.1350222957,22.2421364919,22.5845984232,22.4408889971,7141000,0,40.33,,,,,,,
Thu Mar 09 2017 11:45:00 GMT+0100 (CET),12.11,5.0673,22.76055,0.2856666667,9115000,24,23.9,18.2,18.7333333333,0,28.1666666667,30,0,26.5666666667,25.1666666667,23.1061935551,23.3339888004,22.1343560357,22.1281585584,23.1424493036,22.2470735527,22.6374990588,22.3794701776,7141000,0,36.33,,,,,,,
Thu Mar 09 2017 12:00:00 GMT+0100 (CET),12.44,5.03405,22.76055,0.3403333333,9115000,23.9,23.8,18.6666666667,19.1666666667,0,28.2,29.9666666667,0,26.4,25.1666666667,23.0743239802,23.3451004664,22.146064274,22.1301130436,23.1494172451,22.2382609051,22.5588091529,22.5420329724,7141000,0,37.33,,,,,,,
Thu Mar 09 2017 12:15:00 GMT+0100 (CET),13.00,5.044025,22.77054,0.3406666667,9115000,23.8333333333,23.7333333333,19.1666666667,19.5666666667,0,28.2333333333,29.9,0,26.2333333333,25.1,22.9685248648,23.3254890672,22.181593681,22.1269248621,23.1461243372,22.2429310134,22.5697735901,22.5570824471,7141000,0,39.00,,,,,,,
Thu Mar 09 2017 12:30:00 GMT+0100 (CET),11.11,5.044025,22.78386,0.3403333333,9115000,23.8333333333,23.7333333333,19.5666666667,19.9333333333,0,28.2666666667,29.9,0,26.0333333333,25.1,22.9208371378,23.3933817839,22.1927830124,22.1661587455,23.1417628132,22.2419519491,22.7153915367,22.5626284382,7141000,0,33.33,,,,,,,
Thu Mar 09 2017 12:45:00 GMT+0100 (CET),9.89,5.07395,22.78386,295,9115000,23.8,23.7,19.9666666667,20.3,0,28.3,29.9,0,25.8333333333,25.0666666667,22.924538012,23.4071338356,22.132172156,22.175767375,23.2944647599,22.240206254,22.5621261987,22.5622041283,7141000,0,29.67,,,,,,,
Thu Mar 09 2017 13:00:00 GMT+0100 (CET),11.11,5.103875,22.78719,0.3396666667,9115000,23.7666666667,23.6666666667,20.3,20.6,0,28.2666666667,29.9,0,25.7666666667,25.1,22.9127190625,23.3195433539,22.1857649243,22.131565567,23.3465674022,22.2449871444,22.5648022142,22.627380093,7141000,0,33.33,,,,,,,
Thu Mar 09 2017 13:15:00 GMT+0100 (CET),13.00,5.044025,22.78386,0.3383333333,9115000,23.7,23.5666666667,20.6333333333,20.9,0,28.2666666667,29.9,0,25.6333333333,25.1,22.9193977029,23.2596932578,22.1900575365,22.1336476716,23.2982588682,22.2529412232,22.6305763187,22.6251850769,7141000,0,39.00,,,,,,,
Thu Mar 09 2017 13:30:00 GMT+0100 (CET),10.89,4.9077,22.7772,0.3396666667,9115000,23.6,23.6,21,21.1333333333,0,28.2333333333,29.9,0,25.5333333333,25.1,22.9328539896,23.2622802944,22.1436206412,22.1391536669,23.3606821916,22.2472887048,22.6294035347,22.5800700098,7141000,0,32.67,,,,,,,
Thu Mar 09 2017 13:45:00 GMT+0100 (CET),10.22,4.7747,22.78386,336,9115000,23.6,23.5666666667,21.2333333333,21.4,0,28.1,29.9,0,25.4,25.1333333333,22.9068409367,23.3074252867,22.1419515332,22.1514376102,23.2958813856,22.2557731708,22.5700905766,22.6250422666,7141000,0,30.67,,,,,,,
Thu Mar 09 2017 14:00:00 GMT+0100 (CET),10.11,4.83455,22.78719,0.3393333333,9115000,23.6,23.5,21.5,21.6,0,28,29.9,0,25.3,25.2,22.9086139473,23.2148347052,22.1796880294,22.2041569357,23.3337737527,22.244564168,22.5654766441,22.5608666136,7141000,0,30.33,,,,,,,
Thu Mar 09 2017 14:15:00 GMT+0100 (CET),10.33,4.8678,22.78386,0.3406666667,9115000,23.6,23.5,21.7,21.8333333333,0,28.0666666667,29.8666666667,0,25.2333333333,25.1666666667,22.9212305711,23.1377220864,22.1872955586,22.1595187662,23.3276800603,22.2315122189,22.6547148865,22.6366041716,7141000,0,31.00,,,,,,,
Thu Mar 09 2017 14:30:00 GMT+0100 (CET),229.22,4.8811,22.79052,0.3376666667,9115000,25.1333333333,23.4,17,15.9333333333,0,28.1,29.8,635,27,24.5666666667,22.9164683815,23.2032144947,22.133717328,22.1433782898,23.3268231803,22.1763083596,22.5734655634,22.5193390049,7141000,5331,687.67,,,,,,,
Thu Mar 09 2017 14:45:00 GMT+0100 (CET),811.22,4.88775,22.79385,0.3386666667,9116000,30.6333333333,24.4666666667,5.9,2.6666666667,0,28.1333333333,29.8,0.6446666667,31.4333333333,24.6,22.908875225,23.1449836517,22.1867699381,22.1503561962,23.3262284616,22.2152165951,22.5698682004,22.6201783941,7142333.33333333,5136,2433.67,,,,,,,
Thu Mar 09 2017 15:00:00 GMT+0100 (CET),843.00,4.837875,22.78719,336,9116333.33333333,32.1666666667,25.7,5.7,3.7,0,28.3666666667,29.8,0.0015,33.5333333333,27.0666666667,22.9237408532,23.2532325096,22.1565868823,22.2687809373,23.3255694284,22.1781748549,22.6245106712,22.5022101366,7143000,10.5,2529.00,,,,,,,
Thu Mar 09 2017 15:15:00 GMT+0100 (CET),182.33,4.75475,22.8105,342,9117000,27.4333333333,26.0666666667,6.1333333333,7.6,0,28.4333333333,29.8,0,32.8,26.5666666667,22.9085839401,23.149681079,22.1453063444,22.3460555436,23.3268779367,22.2261055848,22.6818505946,22.4932683084,7143000,0,547.00,,,,,,,
Thu Mar 09 2017 15:30:00 GMT+0100 (CET),170.44,4.724825,22.79385,0.3256666667,9117000,26.2666666667,24.9,6.6666666667,9.8333333333,0,28.5666666667,29.7666666667,0,32.1666666667,25.9,22.9091772183,23.1429382241,22.142711291,22.2192090008,23.3368197724,22.3043958674,22.6658145501,22.6165301027,7143000,0,511.33,,,,,,,
Thu Mar 09 2017 15:45:00 GMT+0100 (CET),91.56,4.518675,22.79718,0.3403333333,9117000,25.4333333333,24.7,7.6,10.6666666667,0,28.6,29.7,0,31.4333333333,25.7,22.9313537637,23.1381258774,22.1444089861,22.1522283985,23.3417899329,22.2476133838,22.6276808875,22.5799912684,7143000,0,274.67,,,,,,,
Thu Mar 09 2017 16:00:00 GMT+0100 (CET),69.00,4.51535,22.8105,0.34,9117000,24.8666666667,24.3333333333,9.0333333333,11.6,0,28.6,29.7,0,30.7,25.6,22.9149779264,23.1943652488,22.1346039879,22.2594385191,23.3569256879,22.1655557529,22.695596332,22.574101497,7143000,0,207.00,,,,,,,
Thu Mar 09 2017 16:15:00 GMT+0100 (CET),48.33,4.505375,22.80384,0.3393333333,9117000,24.5,24.1333333333,10.2666666667,12.6333333333,0,28.5666666667,29.7,0,30.1333333333,25.5666666667,22.9045610892,23.2047505748,22.1229557652,22.3201469696,23.3602379959,22.137374729,22.6247647272,22.511222171,7143000,0,145.00,,,,,,,
Thu Mar 09 2017 16:30:00 GMT+0100 (CET),34.33,4389,22.79052,0.3146666667,9117000,24.2333333333,23.9666666667,11.5,13.7666666667,0,28.5,29.6666666667,0,29.5,25.5,22.9174848393,23.1962329178,22.1936910598,22.3770464525,23.3628880493,22.140013258,22.5685338457,22.6441260651,7143000,0,103.00,,,,,,,
Thu Mar 09 2017 16:45:00 GMT+0100 (CET),30.44,4.2959,22.8105,0.3396666667,9117000,24.1,23.8666666667,12.7,14.8,0,28.5,29.6666666667,0,28.9666666667,25.4666666667,22.9157864835,23.1333987322,22.13364814,22.3776436773,23.4044321958,22.1355319916,22.6068726934,22.5802965329,7143000,0,91.33,,,,,,,
Thu Mar 09 2017 17:00:00 GMT+0100 (CET),23.78,4.239375,22.8105,0.34,9117000,23.9333333333,23.7666666667,13.8,15.5666666667,0,28.4666666667,29.5666666667,0,28.5,25.4,22.9054832398,23.1427448118,22.0728351983,22.3261364741,23.3289589893,22.1348606465,22.6321949473,22.647874394,7143000,0,71.33,,,,,,,
Thu Mar 09 2017 17:15:00 GMT+0100 (CET),23.56,4.119675,22.8105,0.3386666667,9117000,23.8666666667,23.7,14.8,16.3,0,28.4333333333,29.6,0,28.1,25.4,22.9265041269,23.2524527044,22.0605559378,22.3337458328,23.3351622522,22.1244024427,22.5683927631,22.5894899343,7143000,0,70.67,,,,,,,
Thu Mar 09 2017 17:30:00 GMT+0100 (CET),17.89,4.026575,22.80384,0.3396666667,9117000,23.7666666667,23.6333333333,15.6666666667,16.9,0,28.4333333333,29.6,0,27.7,25.3666666667,22.9340007514,23.1849805896,22.0610485811,22.2755788201,23.3290976272,22.1447208935,22.5745907126,22.6345807647,7143000,0,53.67,,,,,,,
Thu Mar 09 2017 17:45:00 GMT+0100 (CET),15.89,4.06315,22.78386,0.3306666667,9117000,23.6666666667,23.5333333333,16.4666666667,17.5,0,28.4,29.6,0,27.4,25.3333333333,22.9033001596,23.1412833929,21.9546435194,22.337390386,23.4153125895,22.1713904169,22.6810177777,22.5600426042,7143000,0,47.67,,,,,,,
Thu Mar 09 2017 18:00:00 GMT+0100 (CET),13.67,4.0033,22.79052,0.3403333333,9117000,23.6333333333,23.5333333333,17.1666666667,18,0,28.3666666667,29.5666666667,0,27.1,25.3,22.9062120918,23.1419018363,21.9424007106,22.4311847021,23.3271286477,22.1373854974,22.5697359673,22.4124591795,7143000,0,41.00,,,,,,,
Thu Mar 09 2017 18:15:00 GMT+0100 (CET),16.56,3.98335,22.78053,0.3356666667,9117000,23.5666666667,23.4333333333,17.8,18.5333333333,0,28.4,29.5,0,26.8,25.2666666667,22.8735563907,23.139824301,21.9887111309,22.3469443817,23.4037924039,21.9986247031,22.5638763488,22.4237612206,7143000,0,49.67,,,,,,,
Thu Mar 09 2017 18:30:00 GMT+0100 (CET),501.67,3.906875,22.7772,0.3386666667,9117333.33333333,27.2666666667,23.4333333333,10.7,8.7333333333,0,28.3,29.5333333333,641,29.3,24.0333333333,22.780508691,23.2661916021,21.9564313414,22.337394242,23.3990311054,22.0267714184,22.6382010643,22.3878316517,7143333.33333333,5374.5,1505.00,,,,,,,
Thu Mar 09 2017 18:45:00 GMT+0100 (CET),855.11,3.999975,22.81383,338,9118000,31.5333333333,24.9666666667,5.1666666667,2.2,0,28.0333333333,29.5333333333,648,32.4666666667,25.8,22.8619197298,23.147195101,21.9236163601,22.3343168634,23.3471506833,21.9406967949,22.5823286411,22.4320044852,7144333.33333333,4987,2565.33,,,,,,,
Thu Mar 09 2017 19:00:00 GMT+0100 (CET),731.33,3.960075,22.77054,0.3406666667,9118666.66666666,31.5666666667,26.0666666667,5.6333333333,4.5666666667,0,27.9333333333,29.5666666667,2,33.5333333333,27.1,22.7329180717,23.1412835617,21.9981009648,22.3340104946,23.5355564166,22.1373271467,22.5661170009,22.3800410908,7145000,18,2194.00,,,,,,,
Thu Mar 09 2017 19:15:00 GMT+0100 (CET),75.78,3.9235,22.76055,0.3353333333,9119000,26.2666666667,25.7,6.0333333333,8.3,0,28.1333333333,29.5,0,32.7333333333,26.4666666667,22.7210570838,23.1479423426,22.0113354982,22.3576119982,23.5637809676,22.1436201661,22.5785055984,22.4373465543,7145000,0,227.33,,,,,,,
Thu Mar 09 2017 19:30:00 GMT+0100 (CET),179.00,3.8969,22.75389,0.3403333333,9119000,26.2333333333,24.8666666667,6.6666666667,9.7666666667,0,28.2666666667,29.5,0,32.1,25.9,22.809079593,23.1456161268,21.9208355772,22.4082444333,23.5621920695,22.1429174469,22.6595582559,22.3769522016,7145000,0,537.00,,,,,,,
Thu Mar 09 2017 19:45:00 GMT+0100 (CET),69.44,3.873625,22.75389,0.3396666667,9119000,25.1333333333,24.5666666667,7.7333333333,10.6333333333,0,28.3,29.4333333333,0,31.4666666667,25.6666666667,22.8592940714,23.2541862861,21.980406937,22.3429187836,23.4846637925,22.1371782573,22.5616198689,22.4736394131,7145000,0,208.33,,,,,,,
Thu Mar 09 2017 20:00:00 GMT+0100 (CET),69.22,3.906875,22.75389,0.34,9119000,24.7666666667,24.2,9.1,11.5666666667,0,28.3666666667,29.4,0,30.7,25.6,22.8398714047,23.1430232325,21.9929336852,22.3383665312,23.5627215187,22.1370086431,22.5633848244,22.4921911412,7145000,0,207.67,,,,,,,
Thu Mar 09 2017 20:15:00 GMT+0100 (CET),42.89,3.9235,22.74057,0.3406666667,9119000,24.3666666667,24.0666666667,10.3333333333,12.6333333333,0,28.4,29.4,0,30.0666666667,25.5,22.8013699544,23.1391826009,21.92604725,22.3374612121,23.5364196515,22.1378205677,22.6341629505,22.4408816451,7145000,0,128.67,,,,,,,
Thu Mar 09 2017 20:30:00 GMT+0100 (CET),31.56,3.873625,22.74057,0.2966666667,9119000,24.1666666667,23.9,11.6,13.7333333333,0,28.3666666667,29.3333333333,0,29.4333333333,25.4,22.7423735722,23.1376642915,21.9335631014,22.3372506377,23.5391928317,22.1413996419,22.572744834,22.5738425026,7145000,0,94.67,,,,,,,
Thu Mar 09 2017 20:45:00 GMT+0100 (CET),27.56,3.926825,22.75056,0.34,9119000,23.9666666667,23.7333333333,12.7666666667,14.7,0,28.2,29.3,0,28.9,25.4,22.7789029463,23.1884264338,21.9678249513,22.4106333176,23.5282129308,22.1276628684,22.5646768499,22.4825006678,7145000,0,82.67,,,,,,,
Thu Mar 09 2017 21:00:00 GMT+0100 (CET),24.89,3.95675,22.72059,0.3393333333,9119000,23.8666666667,23.7,13.8666666667,15.5333333333,0,28.2666666667,29.2666666667,0,28.4333333333,25.4,22.8057575569,23.2384857059,21.9800117321,22.3502510169,23.5398485948,22.0568629089,22.5867053096,22.4335446895,7145000,0,74.67,,,,,,,
Thu Mar 09 2017 21:15:00 GMT+0100 (CET),19.89,4.02325,22.74057,0.3386666667,9119000,23.7333333333,23.5666666667,14.8,16.2333333333,0,28.3,29.3,0,28.0333333333,25.3666666667,22.8530331872,23.1484598027,21.9393997596,22.3387706247,23.5324462029,22.047708191,22.659841671,22.3776326999,7145000,0,59.67,,,,,,,
Thu Mar 09 2017 21:30:00 GMT+0100 (CET),299.00,4.059825,22.72059,0.3173333333,9119000,25.9,23.5,9.6333333333,8.9666666667,0,28.3,29.2333333333,0.6435,30,24.1333333333,22.8436528938,23.1404386935,21.9857447741,22.3384095809,23.5589594073,21.9837398318,22.5547983601,22.3953888386,7145000,5542.5,897.00,,,,,,,
Thu Mar 09 2017 21:45:00 GMT+0100 (CET),843.11,4.0964,22.72392,338,9120000,31.1,24.6,5.6666666667,2.4333333333,0,28.3,29.2666666667,649,31.9666666667,25.3333333333,22.720561199,23.1394099061,21.9492193438,22.3375507927,23.5354546494,21.9825982296,22.4910698347,22.3867460525,7146333.33333333,4996.6666666667,2529.33,,,,,,,
Thu Mar 09 2017 22:00:00 GMT+0100 (CET),902.33,4.1097,22.7106,339,9120333.33333333,32.8333333333,25.9333333333,5.2,3.0666666667,0,28.3333333333,29.2,0,33.6666666667,27.3,22.7353878009,23.2242482149,21.9340521852,22.3845518539,23.5649006105,22.1128063112,22.676847579,22.4391748529,7147000,0,2707.00,,,,,,,
Thu Mar 09 2017 22:15:00 GMT+0100 (CET),149.44,4.1097,22.72725,343,9121000,27.3,26.2333333333,5.7,7.1666666667,0,28.4666666667,29.2,0,32.8666666667,26.7666666667,22.721533482,23.1993910471,21.983947585,22.3791875003,23.5622209355,22.1277352594,22.5699742598,22.3761470881,7147000,0,448.33,,,,,,,
Thu Mar 09 2017 22:30:00 GMT+0100 (CET),191.89,4.11635,22.72725,339,9121000,26.4333333333,24.9666666667,6.2,9.2,0,28.5,29.1,0,32.3,26.1333333333,22.7222369516,23.135158094,21.9858962117,22.3330866386,23.5353966596,22.1180426234,22.5619599764,22.4369210066,7147000,0,575.67,,,,,,,
Thu Mar 09 2017 22:45:00 GMT+0100 (CET),101.44,4.126325,22.73391,0.3406666667,9121000,25.5333333333,24.8,6.9333333333,9.9333333333,0,28.5,29.1,0,31.6,25.8666666667,22.8703095364,23.139680504,21.9738251939,22.3388099238,23.5372033979,22.1237143683,22.5750328007,22.3758855217,7147000,0,304.33,,,,,,,
Thu Mar 09 2017 23:00:00 GMT+0100 (CET),72.67,4.1496,22.73391,0.3413333333,9121000,24.9333333333,24.4,8.2666666667,10.8333333333,0,28.4666666667,29.1,0,30.9333333333,25.7666666667,22.7691437985,23.1442099543,21.9346930902,22.3384071672,23.5449410129,22.122037183,22.6603875002,22.4378386876,7147000,0,218.00,,,,,,,
Thu Mar 09 2017 23:15:00 GMT+0100 (CET),73.67,4.16955,22.72392,0.3413333333,9121000,24.6,24.0666666667,9.5666666667,11.8666666667,0,28.4333333333,29.1,0,30.2,25.6333333333,22.8749587418,23.2663190254,21.9380747954,22.3571467491,23.5483845257,22.1197304878,22.5676513195,22.3795005828,7147000,0,221.00,,,,,,,
Thu Mar 09 2017 23:30:00 GMT+0100 (CET),31.67,4.19615,22.73391,0.3396666667,9121000,24.2,24,10.8666666667,13,0,28.3333333333,29.0666666667,0,29.6666666667,25.6333333333,22.9171386602,23.1583155478,21.9827028967,22.4134528614,23.5637990745,22.1216312189,22.56347156,22.4357589127,7147000,0,95.00,,,,,,,
Thu Mar 09 2017 23:45:00 GMT+0100 (CET),31.56,4.23605,22.72392,0.3376666667,9121000,24.0666666667,23.8666666667,12.0666666667,14.0666666667,0,28.3666666667,29,0,29.1666666667,25.6,22.8618354919,23.1297005986,21.9206040085,22.3409265665,23.5664301977,22.1212349456,22.638361052,22.3975468064,7147000,0,94.67,,,,,,,
Fri Mar 10 2017 00:00:00 GMT+0100 (CET),23.33,4.27595,22.72059,0.3403333333,9121000,23.9333333333,23.7666666667,13.1333333333,14.9333333333,0,28.2666666667,29,0,28.6666666667,25.5,22.7822388092,23.1389415625,21.9890892024,22.3343965758,23.5622003346,22.1134934011,22.5841125625,22.3900367445,7147000,0,70.00,,,,,,,
Fri Mar 10 2017 00:15:00 GMT+0100 (CET),19.00,4.34245,22.72392,293,9121000,23.8666666667,23.7,14.1666666667,15.7,0,28.3,29,0,28.2333333333,25.5,22.7469426074,23.1483151675,21.9572471522,22.3336162852,23.5559175136,22.1121143563,22.5558220921,22.4248056484,7147000,0,57.00,,,,,,,
Fri Mar 10 2017 00:30:00 GMT+0100 (CET),17.11,4.31585,22.71726,0.3403333333,9121000,23.7666666667,23.6,15.1,16.3666666667,0,28.2,29,0,27.8666666667,25.4666666667,22.8518264539,23.2417482077,21.925254915,22.3440345079,23.5352188406,21.9391970812,22.5818872292,22.3844269735,7147000,0,51.33,,,,,,,
Fri Mar 10 2017 00:45:00 GMT+0100 (CET),273.89,4.279275,22.71726,339,9121000,25.6666666667,23.5666666667,9.8,10.3333333333,0,28.1333333333,28.9666666667,0.6505,29,24.3333333333,22.7210000222,23.1365027864,21.9814186634,22.4208931743,23.5340239795,21.9722524573,22.6159914557,22.4070350048,7147000,4231,821.67,,,,,,,
Fri Mar 10 2017 01:00:00 GMT+0100 (CET),857.22,4.292575,22.7106,0.34,9122000,31.0333333333,24.5333333333,5.7,2.5333333333,0,28.1,28.9,0.6486666667,31.8,25.1333333333,22.7380866263,23.1392594863,21.9446249423,22.3423627753,23.5263100906,21.9806906823,22.5616861543,22.3719942037,7148333.33333333,4978.3333333333,2571.67,,,,,,,
Fri Mar 10 2017 01:15:00 GMT+0100 (CET),885.78,4.272625,22.71726,0.3343333333,9122666.66666666,32.8333333333,26,5.2666666667,3.2,0,28.1666666667,28.9333333333,0,33.6333333333,27.1666666667,22.8042980789,23.1433214027,21.9257392875,22.3348033413,23.5318825695,22.1232522973,22.5750870293,22.4275802854,7149000,0,2657.33,,,,,,,
Fri Mar 10 2017 01:30:00 GMT+0100 (CET),308.83,4.319175,22.71726,0.3423333333,9123000,27.5,26,5.7,7.2666666667,0,28.3,28.9,0,32.8666666667,26.6666666667,22.7297007969,23.1754436365,21.975352325,22.3332468537,23.5409199971,22.1213141411,22.6762417036,22.3727298432,7149000,0,926.50,,,,,,,
Fri Mar 10 2017 01:45:00 GMT+0100 (CET),166.22,4.312525,22.73391,0.3403333333,9123000,26.2333333333,24.9333333333,6.2,9.3,0,28.3666666667,28.9,0,32.2666666667,26.0666666667,22.7913510955,23.2569982856,21.9824799755,22.3376673716,23.5667060414,22.1218457753,22.5581407037,22.433913815,7149000,0,498.67,,,,,,,
