Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Thw out,Fhp,Thp-sup,Thp-ret,Qhp,Php.1,Pbld
13/07/2016 16:15:00,14.2952140023,17.24345,24.44886,116,5653000,23.9666666667,24,39.9,0,36.3333333333,25.2,3718000,0,26
13/07/2016 16:30:00,14.3394938979,17.20355,24.44886,0.1163333333,5653000,24,23.9666666667,39.9,0,34.9666666667,25.4,3718000,0,24
13/07/2016 16:45:00,14.1292654293,17.226825,24.45552,0.08,5653000,24,23.7,39.9,0,34.0333333333,25.6,3718000,0,32
13/07/2016 17:00:00,14.1903931898,17.3565,24.45552,0.08,5653000,24,23.7,39.9,0,33.4333333333,25.7333333333,3718000,0,31
13/07/2016 17:15:00,14.2153714837,17.738875,24.46218,0.0796666667,5653000,24.0333333333,23.7,39.9,0,33,25.8,3718000,0,31
13/07/2016 17:30:00,14.2228681161,17.8087,24.46884,0.0803333333,5653000,24,23.7,39.9,0,32.7,25.8333333333,3718000,0,30
13/07/2016 17:45:00,14.381767583,17.3033,24.46218,0.0823333333,5653000,23.9666666667,23.9,39.8333333333,0,32.3666666667,25.9,3718000,0,27
13/07/2016 18:00:00,14.3221680655,16.9309,24.46884,0.0803333333,5653000,24,23.7,39.9,0,32,25.9,3718000,0,25
13/07/2016 18:15:00,14.395087868,16.91095,24.46884,0.0796666667,5653000,24,23.7,39.9,0,31.6,25.9666666667,3718000,0,25
13/07/2016 18:30:00,14.3024839891,16.91095,24.4755,0.0796666667,5653000,23.9333333333,23.7,39.9,0,31.3333333333,25.9666666667,3718000,0,25
13/07/2016 18:45:00,14.3120850974,16.907625,24.46218,0.08,5653000,23.9666666667,23.7,39.9,0,31,26,3718000,0,25
13/07/2016 19:00:00,14.2468178597,16.76465,24.4755,0.08,5653000,23.9,23.7,39.9,0,30.7,26.0333333333,3718000,0,23
13/07/2016 19:15:00,14.3303852945,16.648275,24.46884,0.0803333333,5653000,23.9,23.7,39.9,0,30.3666666667,26.0666666667,3718000,0,21
13/07/2016 19:30:00,14.3656465113,16.55185,24.48549,0.08,5653000,23.8666666667,23.7,39.9,0,30,26.1,3718000,0,17
13/07/2016 19:45:00,14.3348907437,16.4654,24.46218,0.08,5653000,23.9,23.7,39.9,0,29.7,26.2333333333,3718000,0,17
13/07/2016 20:00:00,14.2767047423,16.3191,24.46884,0.0803333333,5653000,23.8333333333,23.7,39.9,0,29.4333333333,26.3,3718000,0,17
13/07/2016 20:15:00,14.3293846406,16.049775,24.46218,0.0803333333,5653000,23.8,23.6666666667,39.6,0,29.2,26.4,3718000,0,17
13/07/2016 20:30:00,14.3155884064,15.790425,24.45552,0.0803333333,5653000,23.8333333333,23.6333333333,39.9,0,28.9333333333,26.4,3718000,0,16
13/07/2016 20:45:00,14.3607608602,15.717275,24.45552,0.08,5653000,23.8,23.6666666667,39.9,0,28.7666666667,26.4,3718000,0,16
13/07/2016 21:00:00,1096.2410196067,15.504475,24.55875,0.0803333333,5653000,23.9,23.7,39.9,0,28.8666666667,25.5666666667,3718000,0,21
